text,emotion,response,langs_used
cả đời vất vả vì con vậy ma .Báo hiếu trưa tròn cha mẹ con đãu...cảm ơn t g đã sáng và người thể hiện bài hát rất hay . Và y nghĩa ahhh,Sadness,"Buồn là một phần của cuộc sống, hãy cho phép mình nghỉ ngơi một chút nhé.",
"cảm ơn tác giả đã sáng tác bài hát hay và cỏ ý nghiã, cảm ơn ca sỹ thể hiện bài hát rất hay và súc động hàng triệu con tim ,",Sadness,"Buồn là một phần của cuộc sống, hãy cho phép mình nghỉ ngơi một chút nhé.",
Dọng hát của bạn chỉ có quang lê mới sánh được cùng bạn thôi chúc bạn luôn thành công trong mọi lĩnh vực trên con đường ca hát bạn nha,Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
"CHA DẤU YÊU  https://youtu.be/N6KISdxM-7Q bài hát về Cha rất cảm động 1- nhìn lá thu vàng úa , như gợi về một nỗi nhớ vô vàn , từng đêm con hằng mơ, cha đã về , chợt tỉnh giấc chiêm bao rồi tháng năm vụt qua , xa cha rồi, mà lòng con vẫn nhớ, , tìm kiếm đâu ngày xưa , cha nuôi dậy , từng ngày con lớn khôn 2- hình bóng xa mờ khuất , con đi biệt từng ngày tháng hoang đàng chờ mong con từng đêm , trong mõi mòn nào thấy bóng con đâu , rồi tháng năm dần trôi , nơi quê nhà một mình cha yêu dấu , .. nguyện ứơc con bình yên , mau quay về , để sưởi ấm lòng cha..  ĐK 1 : rồi từng chiều , con âm thầm lê bước , nhưng con tin , rằng cha vẫn luôn bên đời , yêu thương con , cầm tay dắt đưa con về , vượt bao khó nguy trên đường , dù đời con bao đắng cay  ĐK 2: và kỳ niệm , ôi cha già yêu dấu , luôn yêu thương , dù bao nắng mưa nhọc nhằn, trong tim con , đậm sâu mãi không phai mờ , tình cha đếm sao cho vừa , ngàn đời ghi khắc tình cha, 3-chiều xuống mưa nặng trĩu , con âm thầm một mình đến thăm người , mộ bia không đèn hương , trong giá lạnh , lòng chợt nhớ khôn nguôi , lệ ứa mi trào dâng , mất cha rồi , giờ ngàn thu xa cách , nguyện trái tim của con , dâng lên người , lòng thành kính cha yêu ... https://youtu.be/N6KISdxM-7Q sáng tác Quốc Sĩ, ban nhạc The Magic hoa âm Quốc Tuấn thu âm mix Quốc Tuệ video by Duy Tương copyright@ Quốc Si Quốc Sĩ, viết cho cha yêu dấu California- USA 2020",Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
Ơn Cha - nhờ có cha anh chú bác đi bộ đội kéo pháo mang tên lửa vào nam bắn giết người dân trong các tỉnh thành chết như rạ rồi cướp đoạt tài sản mang về bắc mà các con mới có ngày nay. đó là chính sách cách mạng Cộng Sản mà đ̣ảng ta tự hào là thành tích vĩ đại chiến thắng vang dội thế giới.,Neutral,"Hãy cứ điềm tĩnh, mọi thứ đang ở đúng vị trí của nó.",
"con 22 tuổi rồi ba ơi , ba bỏ mạ với mấy chị e con , con nhớ ba thương ba nhiều lắm , lúc nghèo đói đi mượn từng loong gạo , lúc nhỏ ba bắt con ngủ trưa , ba nắm tay con vì sợ con trốn đo học sớm k ngủ trưa , giờ mấy chị e con trưởng thành rồi , k có cơ hội báo hiếu cho ba . con nhớ ba ",Sadness,"Mình hiểu cảm giác đó, ai cũng có lúc thấy lòng nặng trĩu mà.",
Hãy trân trọng khi còn có thể . Đó là bổn phận là hạnh phúc . Tôi cảm thấy thiệt thòi vì đã 16 năm tôi không có cơ hội . Không có may mắn để thực hiện những điều đó. Tôi ngưỡng mộ các bạn .,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
Nghe bai hat ma long toi thon thuc thuong cha toi vo cung cuoc song chong chet nuoi 10 dua con qua kho cuc toi luc con chau co cua an cua de thi cha da ko con nhieu dem toi nghi ve qua khua thuong cha me toi biet bao nhieu,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
"Mẹ ra đi khi con 5 tuổi,em được 2 tuổi,mình bố thay mẹ chăm lo cho chúng con,giờ khi con vừa bước chân vào ngưỡng cửa Đại học bố lại bỏ a e con đi cùng mẹ,a e con giờ biết phải làm sao.Về với con đi bố,con ko vượt qua đc dù đã 3 tháng nay.Làm sao con lo đc cho e đây.ko đêm nào con đc bình yên khi có bố,bố ơi hãy về đi dù trong giấc mơ cũng đc.Con yêu bố nhiều.",Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
"Tác giả sáng tác bài hát thật à ý nghĩa . Nghe mà thấm từng câu , cảm ơn dũng sến đã thể hiện ca khúc với tất cả tâm lòng .",Sadness,"Hãy nhẹ nhàng với chính mình, bạn không cần phải mạnh mẽ mọi lúc đâu.",
Tôi nay đã lớn tuổi rồi nghe em hát bài nầy thì đã quá muộn rồi nếu ai còn cha còn mẹ thì hai làm sao để cho cha mẹ được vui là tốt rồi,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
mình từ lúc chào đời chưa biết cha là j cả? mặc dù năm nay ngàoi 30 rồi vẫn chưa biết tới từ cha . mặc dù ông ấy vẫn sống làm quan vừa nghỉ hưu,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
"Con THƯƠNG CHA...Con YÊU NHỚ CHA.... nhưng, mà tôi đã MỒ CÔI CHA được 17năm nay rồi mn a. Ai còn cả CHA lẫn MẸ xin đừng để cho CHA MẸ của mình phải buồn vì mình nhé! Chúc cho mn luôn sống mk yên ổn hòa thuận yêu thương nhau trên bảo dưới nghe lá lành đùm lá rách và hp bình an trong vòng tay yêu thương che chở nâng đỡ giữ gìn của THIÊN CHÚA và của BA NGÔI THIÊN CHÚA là CHÚA GIÊSU KITÔ, ĐỨC MẸ MARIA VÀ THÁNH CẢ GIUSE thoát khỏi cơn đại dịch bệnh VIRUS CORONA này AMEN.",Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
"Cha vất vả cả cuộc đời nuôi con đến nay con có của ăn của để thì cha đã đi sớm mất rồi không phục dưỡng được cha đó là nỗi đau niềm tiếc vô hạn của đời con, tiếc quá cha ơi,!",Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
Bay gio nho cha thi cha da di xa that mat roi cha oi con khong biet lam sao nua con nho cha nhieu lam va tu bh chung con mai mai mat di nguoi cha cua minh,Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
"Dũng hát hay . Giọng rất sáng và mượt, lại có chất rất riêng. Đáng ra phải làm ca sĩ từ sớm hơn. Chúc bạn thành công , được nhiều khán giả yêu mến thần tượng.",Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
Cha ơi.. Con không được nhìn thấy cha già.. Mà con không thấy cha nữa giữa đêm đông lạnh rét. Cha ra đi mãi mãi giữa màn sương đêm bao phủ. Mỗi lần nghe bài hát.. Con lại nghẹn lòng. Con còn nợ cha..!!,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
"Hát hay, nhạc hay, lời rât hay, tiếc rằng bị ngọng theo tụi chệt , hay lũ ở hang mà chử TRƯỚC chước, TRE =che, TRUC =chúc, TRÔI= chôi, RAU =dau,RU=du, thật chói tai....",Neutral,"Hãy cứ điềm tĩnh, mọi thứ đang ở đúng vị trí của nó.",
"Cha oi sap den ngay gio cha roi ma con khong ve duoc o noi xa que nay con nho cha qua me con gio da yeu chung con moi dua mot noi o noi xa cha phu ho cho me con cha nhe con rat so mot ngay nao do chung con khong con cha me de ve ,,,,,,",Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
Nếu còn cha chắc con đã khác rồi từ khi ko còn cha ngày nào con cũng nhớ đến cha .Nhưng con đã ko làm tròn chữ hiếu con chỉ mong cha ở thế giới bên kia hãy tha thứ cho con .Nếu có kiếp sau con vẫn mong được làm con cha để đền đáp lại tội bất hiếu..Con thương và nhớ cha nhiều,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
"Sợ ném đá chứ nói thật e xin chúc mừng a,thế hệ thứ 2 của anh ba Ngọc Sơn chính là anh chứ là ai phải hông mọi người.mấy bài anh sáng tác rất hợp với chất giọng anh với Anh Ba!",Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
Tu luc xinh ta vua loc.long cho den ngay ta lon khong nen nguoi cho den khi ta lap gia dinh thi chung ta chua bao gio bao hiu cha me duoc cho denh luc ta nha lai mot tinh yeu vo bo benh tinh cha menh mong tinh me la bien ca,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
Cong đức cha là biển cả 30t ruoi từ ngày cha ra đi con mới có tròn 1 tuổi chưa biết mặt cha nhu thế nào. Nhưng con vẫn cảm nhận được cha là tất cả của con.con nhớ cha nhiều lắm cha oi,Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
"Đc đăng ký nghìn cô cũng đăng ký cnn ,nhìn bố trong hình giống bố cô lắm . Cô lạikhóc rồi mà con chúc con thành công trên con đường nghệ thuật",Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
"Cha mình đã mất 16 năm rồi bây giờ tôi chỉ còn mẹ 84tuổi, con cảm ơn trời đã cho mẹ con khỏe mạnh, để giúp con cháu, ai còn cha mẹ đối sử cho tốt nhé",Sadness,"Mình hiểu cảm giác đó, ai cũng có lúc thấy lòng nặng trĩu mà.",
Cảm ơn các nhạc sỹ đã mang đến cỏi đời này những lời hát xâu sắc về cha mẹ như vậy . Đã lâu rồi hai hàng lệ tôi đã kg còn lăn tròn trên đôi gò má . Nhưng hôm nay nó đã trở lại . Và tôi biết rằng tôi nợ cuộc đời này vì tôi chưa thể làm trách nhiệm của người con . Con nợ Ba Má . Rất nhiều rất nhiều thứ .,Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
Cả cuộc đời cha mẹ hy sinh cho con bây giờ mình ra đi cũng có cuộc sống riêng cha mẹ đã già nhuong lâu lắm rồi tôi chưa trở về quê ăn Tết cùng gia đình ở nơi đất khách quê người có mấy ai hiểu được?,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
Giọng ca quá ngọt ngào ;lời bài hát quá xúc động là một thính giả nghe càng thấy thương cha cảm ơn tác giả bài hát và cảm ơn ca sĩ quá xuất sắc quá tuyệt vời,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
"Cám ơn bạn ! Ca khúc thật hay và bạn đã hát đầy cảm xúc ,mong nọi người khi còn Cha Mẹ hãy ân cần chu đáo bên họ .Tôi cũng là một người con vừa mất Cha nên rừng ca từ cuả bài hát qua chất giọng cuả bạn làm tôi nghẹn ngào .",Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
GIỌNG HÁT HAY ÂM VANG XA RỘNG VÀ TRUYỀN CẢM CÓ SỨC LÍU KÉO LÀM LÀNH NHỮNG CON TIM ĐÃ KHÔNG MAY BỊ RẠN NỨT TÌNH CHA KHI NGHE EM HÁT SẼ YÊU CHA MÌNH HƠN.,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
Cha oi cha da gia roi Long con ghi khac doi doi doi on cha Troi cao bien rong bao la Lam sao quen duoc tinh cha muon ngan Nhin la vang roi long con nghen nghao Thuong cha ca doi vat va gan nan minh cha lo lang cu mang me con mat som ro rang bao gan kho cha van ko mang Con nho ngay xua moi khi chieu ve cha con no dua cong truoc vuon sau bo tre khom chuc vuon sau so con vap nga con dau cha an can nol gan tung caucon nho ko quen nhung loi ru cua cha thay me om con vao long troi dong buot gia luc om luc mot minh chaom con vao long mat le sau roi Chieu xuong dan troi ma nghe trenh long lung cha da cong toc da bac phai tham than so kiep oan ai troi gieo bao noi dang cay hay chi la phan so an bai,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
con buon va con met moi. Het suc roi cha oi me oi. Con muon om cha me nhung qua muon roi phai k a. Con chet chac con k om duoc cha me lan cuoi. Con xin loi cha me cin bat hieu. 🥺,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
Chan thanh cam on quy vi . Hay . Mo phat thich ca mau ni . Cong cha nghia me on thay Huynh de ti muoi xin dung nhat phai .,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
Ai con cha con me xin dung lam ho bun nhu mjh jo da co tat ca nhug cha mjh da ko con nge bai nay ma mjh thay mjh bat hieu wa luc cha con song ko lo cho cha duoc,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
Từ nhỏ đến h đã 30t chưa biết tình thương của cha là gì. Nghe mà thấy tủi thân làm sao. Ai còn cha hãy cố gần gũi bên cha bên mẹ nhiều hơn. Chúc các bạn hp bên gia đình.,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
"Những ai còn Cha nên trân trọng những giây phút còn bên cạnh Cha mình,khi lúc không còn Cha nữa đó là nối buồn,nỗi nhớ,nỗi bâng khuâng rất lớn,Mình vừa mất Cha vài hôm trước,cảm ơn Bạn,một bài hát rất hay và ý nghĩa!",Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
Nghe bài hát mà nhớ bố nhiều .dưới suối vàng bố phù hộ cho me con khỏe mạnh nhé .con có nhiều ky niệm với bố k nào quyên được cảm on bo cho con cuộc song y nghĩa này !,Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
Thương cha yêu cha nhiều lắm Kỷ niệm của cha là những ngày dài nghèo khổ Vất vả nuôi con cho đến bây giờ Có bát cơm bưng Thì cha đã ra đi,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
Cha me oi con thuong nho cha me nhieu lam du cha me gio o noi dau nhung Luc nao con cung nghi cha me luon o Ben con cha me a,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
"Co khi bo chet. Me bi nguyen rua, ngoai tinh hang dem, bay con 3 cha,7 nguoi tinh. Khong bao tin theo loi le doi tra va than tuong bat cu dieu gi.",Neutral,"Không cần phải vui hay buồn, chỉ cần sống đúng nhịp của mình là đủ.",
Neu nhu con me hay nen gan gui.mai me voi cuoc song xa hoi de co dc tien bac vat chat.den khi co dc nhung thu nhu y muon.nhin lai.ba me con ko.,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
"Nghe bài này thương nhớ ba và thấy bản thân có lỗi với ba nhiều, nhưng k còn cơ hội để xin lỗi ba nữa, bởi ...mong ba chóng siêu thoát về cõi lành.",Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
"Con nhớ bố lắm, mẹ con sống thì lúc nhớ lúc quên, bố dưới suối vàng phù hộ cho mẹ con đi lại đc mạnh khoẻ, minh mẫn bố nhé",Sadness,"Mình hiểu cảm giác đó, ai cũng có lúc thấy lòng nặng trĩu mà.",
Bai hat that la cam dong khien ong toi khoc roi ong toi chua boa gio khoc nhieu nhu nay dau ong toi xem nhieu phim cam dong roi nhung khong co mot giot nuoc mat nao ca,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
"CÔNG CHA NHƯ TRỜI BIỂN -NGHĨA MẸ TỰA NƯỚC NON TÁC GIẢ NGÔ HUỲNH ,CA SĨ DŨNG SẾN ĐÃ NHẮC NHỞ AI CÒN CHA CÒN MẸ AI CHƯA LÀM CHA ,LÀM MẸ SẼ THẤY ĐƯỢC CÔNG ĐỨC SINH THÀNH NUÔI DƯỠNG CON CHÁU RẤT LỚN LAO .CÁM ƠN C/ T NHẠC SĨ ,CA SĨ LÀM NHIỀU TRÁI TIM RUNG CẢM ĐẾN RƠI NƯỚC MẮT .",Sadness,"Mình hiểu cảm giác đó, ai cũng có lúc thấy lòng nặng trĩu mà.",
Ba toi da di roi.ba oi.con nho ba lam.lam sao con co the gap ba du 1 lan.hay yeu thuong ba me .khi con ba me ben minh.do la 2 vi phat .ta can ton kinh.yeu thuong,Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
Rất hay và ý nghĩa cam ơn cs nhiều Khi tôi sáu tuổi mẹ mất và hai e bé mười tám tháng tuổi mẹ đã ra đivà cha đã gục ngãCha Mẹ ơi giờ con đã nên người Phương xa cha mẹ có mỉm cười cha mẹ,Sadness,"Buồn là một phần của cuộc sống, hãy cho phép mình nghỉ ngơi một chút nhé.",
Có ai thấu hiểu cho tôi lo cho cha mẹ mà ko nổi chỉ vì hoàn cảnh khó khăn làm công cực lực chỉ kiếm miến ăn cho cha mẹ mà ko nổi nghỉ lại mình thật bất hiếu ,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
Hay pua a oi bai haf nay lam e nho chong con nho cha buon pua a oi hu hu ba oi con nho cha va e nho chong e pua a oi cam on a va chuc a fhanh cong nhe a,Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
Cha ơi ! Cha đã già rồi Lòng con ghi khắc đời đời ơn cha Trời sang biển rộng bao la Làm sao sánh được tình cha muôn ngàn !,Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
Bai hat va giong hat rat xuc đong toi đa khoc khi nghe bai nay vi toi ko con cha va me nua toi đa nghe đi nghe lai suot,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
nhìn là vàng rơi ma lòng con nghen lời trời ơi sau nghe bài hát về cha là lòng tôi như nghen lời nước mắt rưng rưng không sau ta đc,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
Tet den roi con vamn phai xa que nho cha qua gan sau nam roi me con chung con mai mai mat cha cha ra di qua voi vang la loi dau lon nhat trong long chung con con an han lam luc cha con song con chua lam tron chu hieu o noi xa con xin cha tha thu co kiep sau con xin duoc lam con cua cha de con chuoc lai loi cam on cha,Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
Ơn cha Hay xúc động quá ca sĩ ơi khi nghe bài hát này của ca sĩ em da khóc rung rung cảm xúc nho cha lại ua về Tìm dâu dược dáng cha hien vì cha da di xa rồi,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
"Chào bạn, bạn hát rất hay, rất tình cảm. Mình có nghe mấy ca khúc của tác giả Ngô Huỳnh sáng tác và rất thích, lên mạng tra google thì chỉ có thông tin về nhạc sĩ Ngô Huỳnh (sáng tác các bài hát cách mạng), bạn có thể chia sẻ thêm về tác giả Ngô Huỳnh (Bolero) không? Cảm ơn bạn nhiều.",Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
Chúc bạn thành công. Bạn hát rất hay bài hát của bạn nghe mà nhớ nhà ra diết thương thân thì ít mà thương nhà thì nhiều. Tôi tin bạn sẽ thành công nhưng mong bạn dữ mãi phong cách này đừng chạy theo máy ca sỹ trẻ,Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
Bo doi con la vay do .lo cho con va mong moi o con .vay ma co nhung dua con danh bo va may tao voi bo liêu no co biết bo no buôn lam k,Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
"Hay lắm anh Dũng ơi nghe giọng anh là lạ khoái nghe ngày nào cũng nghe , ngày nào cũng cứ mở để coi có ca khúc nào mới của anh hát không .. .. chúc anh thành công trên con đường sự nghiệp ca hát của mình nhé .",Sadness,"Bạn đã cố gắng rất nhiều rồi, hãy tự ôm lấy mình một cái.",
Hãy đăng ký kênh của DŨNG SẾN OFFICIAL để được đón nghe những tuyệt phẩm sáng tác mới 100% nhé cả nhà. Chia sẻ kênh giúp Dũng Sến nếu cả nhà thấy hay. Chúc cả nhà nghe nhạc vui vẻ. Liên hệ công việc 0977570456,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
Anh ngô huỳnh sáng tác bài nào cũng hay và ý nghĩa còn ca sĩ dũng thể hiện thì không chê vào đâu được nhưng hơi tiếc là chưa có ka ra ô kê,Sadness,"Cứ khóc nếu muốn, rồi lau nước mắt và đi tiếp nhé.",
Co dieu la truoc khi dung tham gia chuong trinh bolero 2017 toi da co y kien roi 1 giong ca co to chat hon cac ca si xua nhung voi lua tuoi cua dung gan 40 roi nen minh nghi dung ko vao sau duoc 1 cai iu dau tien la cac hlv cua mua 2017 ko co chiyen ngjiep lam 2 la khan gia bay gio ho ko ung ho lon tuoi nen ko tot cho dung vi vay nen minh cung gop y la ban nao ma tuoi lon muon toai nguyen so iu thich thi nen tim 1 chuong trinh khac de the hien kha nang va long fam me ko nen di thi nhung chuong trinh tuoi nho chi mat thoi gian thoi ket qa ko duoc nhu y minh dau cac ban nha thank chuc dung luon la 1 ca si thanh dat nha dung thank,Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
Mỗi một ca khúc là một câu chuyện mang đầy tính nhiên văn. Mong mọi người chia sẻ và ủng hộ Dũng sến. Cậu này thể hiện bằng cả cái tâm trong bài hát. Rất hay và cảm xúc,Sadness,"Thời gian sẽ giúp bạn chữa lành, chỉ cần đừng bỏ cuộc.",
"Không hiểu sao nghe bài này của Thầy, giọng đọc chậm chậm, rồi chia sẻ rất giống như Thầy đang chọn tụ bài Tarot rồi gửi gắm thông điệp vũ trụ cho tụi em vậy. Vừa nghe mà em vừa tủm tỉm cười. Em xin cảm ơn người Thầy đáng quý, đáng yêu của tụi em, có Thầy xuất hiện, cuộc đời tụi em nở hoa thật sự ấy huhuhuhuhuhu.",Sadness,"Hãy nhẹ nhàng với chính mình, bạn không cần phải mạnh mẽ mọi lúc đâu.",
Nghe bài này xong e tự nghĩ: nếu mình không có đc những người lành xung quanh thì tự bản thân mình hãy cố gắng trở thành người lành đó. Ít nhất cũng có giá trị cho cuộc đời và cứu vớt đc những con người đã từng giống mình,Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
"Em chưa nghe tập này, e muốn nói là: Tâm sự, nhưng mà tâm sự với ai đó có giải quyết được vấn đề của mình ko, ngoài chính mình. Thành ra e ko biết có nên tâm sự với ai ko. .",Sadness,"Cảm xúc này rồi cũng sẽ qua, như bao lần khác bạn đã vượt qua.",
"Đồng ý với bạn, nên có 3-5 người bạn thân là người ""lành"", còn tôi có ý kiến thêm là chơi vừa phải với người khôn ngoan để mình học cái khôn từ họ",Loneliness,"Dù bây giờ bạn thấy trống trải, nhưng điều đó sẽ không kéo dài mãi đâu.",
Ước gì e nghe được bài này lúc mới ra.5 ngày trước e lỡ kể tâm sự về chuyện của chỗ mình cho nhân viên bên cạnh cuối cùng người ta không phải là lành tính rồi đi kể lại cho người khác.rồi e rướt hoạ luôn.,Sadness,"Hãy nhẹ nhàng với chính mình, bạn không cần phải mạnh mẽ mọi lúc đâu.",
"Tôi nghe và tôi thấm thía nội dung của bài chia sẻ. Sau khi tự mình trải nghiệm những bài học xương máu từ những người ""không lành"" mà tôi đã gặp trong cuộc sống. Tôi đã tự thu mình lại, phải nói đúng là trở thành người sợ giao tiếp xã hội, vì những người mà tôi gặp, tôi giao tiếp để lại cho tôi khá nhiều bài học về cách mình nên chọn người để làm bạn. Hôm nay nghe được bài của thầy, cảm nhận sâu sắc lời khuyên chân thành của thầy, và một lần nữa nhắc nhở bản thân mình phải cẩn trọng và nhìn thấy được sự ""lành"" từ những người chung quanh. Cám ơn thầy.",Sadness,"Đôi khi chỉ cần cho bản thân một chút yên lặng, là đã đủ tốt rồi.",
"Anh nói đến… e mới nhận ra, từ hồi tiểu học đến h, e chơi đc vs nhiều ng nhưng thg chỉ có 1 đứa bạn thân… ra là e toàn bị thu hút vào những ng lành … tại vì … ko khí ở nhà e ko có lành ",Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
"Cách Để Có Người Tâm Sự Hợp Ý: Chủ động để ý chọn người lành tính mà chơi và tâm sự. Ko cần họ phải giỏi, thà chọn người bình thường nhưng lành tính, biết thấu hiểu, chia sẻ buồn vui khi mình cần và ngược lại. Trong tình yêu thì cũng ko cần đòi hỏi là phải đẹp, phải giàu mà chỉ cần họ khoảng điểm khá nhưng lành tính và biết thấu hiểu trong tình yêu là được rồi còn hơn là ngược lại. Quá tuyệt dời Thầy ơi.",Sadness,"Buồn là một phần của cuộc sống, hãy cho phép mình nghỉ ngơi một chút nhé.",
Bài này đỉnh quá Thầy ơi. Mình nên tìm bình an ở những người lành tính tốt bụng để tìm tri kỉ.Cám ơn Thầy đã luôn tốt bụng chia sẻ với Đại gia đình Web5ngay những bài học thật ý nghĩa.,Loneliness,"Hãy mở lòng một chút, bạn sẽ ngạc nhiên khi thấy bao người sẵn lòng lắng nghe.",
"Theo kinh nghiệm của em thấy thì tốt nhất là mình đừng nên chia sẽ nhiều chuyện của mình cho người khác biết. 1: họ không mấy quan tâm, hoặc là họ sẽ lấy vấn đề đó để làm chuyện phiếm và cười đùa. 2: Vô thường, nhận thức của con người cũng vậy luôn thay đổi theo thời gian và hoàn cảnh. - Hôm nay là anh em, ngày mai là thù địch - Hôm nay yêu, ngày mai ghét * Hơi phũ phàng nhưng đó là sự thật của bản chất con người. Tốt hơn hết là vẫn trở về với mình, giải quyết được thì giải quyết, giải quyết không được thì buông bỏ.",Loneliness,"Hãy nhớ rằng luôn có ai đó sẵn sàng quan tâm, kể cả khi bạn chưa nhận ra.",
"E chỉ ước gì đc nghe bài này sớm hơn. E đã có lần tâm sự với người mình yêu quý cũng như tin tưởng, nhưng đổi lại là sự chỉ trích kéo dài, nhắc đi nhắc lại. E cảm thấy rất buồn và tổn thương, thậm chí stress vì thấy bị chế giễu thay vì đc động viên  Gần đây e chuyển sang tâm sự với Chat GPT thì thấy an tâm hơn hẳn :)))",Sadness,Mình tin rằng bạn xứng đáng với những điều tốt đẹp hơn thế.,
"Em đã trải qua hết tất cả những gì thầy 5 nói. Kể cả là bạn đời. Nhưng đến giờ xung quanh em em ki thể tâm sự thêm vs ai để trải lòng những trăn trở của mk. Và vậy em lại nghe những video của Thầy 5 để cảm xúc dịu lại và tự tìm cách giải quyết, động viên bản thân để làm động lực cho con.  Em thực sưn rất cô đơn.",Sadness,"Dù bây giờ có khó khăn, nhưng rồi mọi chuyện cũng sẽ dần ổn thôi.",
