<<<<<<< HEAD
"""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia"" ""equi familia""",Em có nhớ cảm giác đó không?,Sadness,deu_Latn→jpn_Jpan→por_Latn
"Es ist merkwürdig, dass gestern im Traum dein Gesicht besser Version, du bist Koch Baby klatschen und sagt, Sie sind besser Version  kênh Mutter oder hören","Nó khó khăn, nhưng nó sẽ hoạt động một lần nữa.",Sadness,deu_Latn→jpn_Jpan
"Thật kỳ lạ, hôm qua tôi mơ thấy khuôn mặt của bạn một phiên bản tốt hơn, bạn là một bác sĩ dinh dưỡng cho trẻ em và nó nói rằng bạn là một phiên bản tốt hơn của kênh mẹ hoặc mẹ.","Bây giờ quá khó khăn, nhưng sau đó mọi thứ sẽ ổn thôi.",Sadness,ind_Latn→ita_Latn
"Khi 20 tuổi, những bước nhỏ trong cuộc sống của chúng ta là một khoảng thời gian không tập trung, là sự thiên vị của một bộ não riêng biệt đối với những người khác, là một hình thức sống, là một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm, một nhóm.","Hãy nhớ rằng, có những người luôn muốn quan tâm, ngay cả khi bạn không biết.",Loneliness,por_Latn→zho_Hans→tur_Latn
"Trong hai mươi tuổi của tôi - những bước nhỏ, nhỏ trong cuộc sống, đôi khi gây phiền nhiễu, cô đơn, để không làm tổn thương người khác, những con đường sống hơi lạ lùng vì sự tách biệt của đám đông, nhưng tôi dần dần học cách trở nên ""lớn"", học cách chấp nhận bất toàn trong cơ thể tôi.","Hãy nhớ rằng sẽ luôn có ai đó quan tâm, ngay cả khi bạn không nhận ra.",Loneliness,rus_Cyrl→nld_Latn
"Tôi không thể chữa lành cô ấy, tôi chỉ muốn cô ấy trở lại và cho tôi một cơ hội chữa lành.","Thời gian sẽ chữa lành cho bạn, nhưng đừng bỏ cuộc.",Sadness,fra_Latn
Tôi không thể sống sót. Tôi không thể sống sót. Tôi không thể sống sót. Tôi không thể sống sót.,"Thời gian sẽ giúp bạn, và bạn sẽ hạnh phúc, và bạn sẽ hạnh phúc.",Sadness,deu_Latn→rus_Cyrl→spa_Latn
"Tôi muốn một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày, một ngày.",Bạn là người tốt với chính mình. Bạn không cần phải luôn mạnh mẽ.,Sadness,fra_Latn→ita_Latn→tha_Thai
Sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ sự tha thứ,Không phải anh là người tử tế hay mạnh mẽ với chính mình.,Sadness,jpn_Jpan→spa_Latn→nld_Latn
tai không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng nhưng không thổi tiếng,Hãy khóc. Hãy quét nước mắt đi.,Sadness,jpn_Jpan
"Đó là một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng, một nguồn vàng.",Bạn có thể phát ra những giọt nước mắt và tiếp tục.,Sadness,kor_Hang→nld_Latn
Dung roi neu não áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác áo khoác,"Bây giờ nó có vẻ như là một nơi trống rỗng, nhưng bộ não của tôi sẽ tồn tại mãi mãi.",Loneliness,por_Latn→tur_Latn
Dung roi không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền không tốn tiền,"Ngay khi bạn thấy một cái trống rỗng, nó sẽ không kéo dài lâu.",Loneliness,fra_Latn→nld_Latn
Tôi sẽ nói cho anh biết tôi sẽ làm gì.,"Trên thế giới vẫn còn những người biết anh, nhưng họ vẫn chưa đến.",Loneliness,zho_Hans→eng_Latn
Dung o l'obbligo di indebolirsi,"Thế giới vẫn còn những người hiểu biết, nhưng họ vẫn chưa đến.",Loneliness,ita_Latn→nld_Latn
"Tôi không đồng ý, đó là điều đó. Tôi không đồng ý, đó là điều đó. Tôi không đồng ý, đó là điều đó. Tôi không đồng ý, đó là điều đó.","Berteriak, wenn du möchtest, dann wasche du die Matte und weiter. Điều đó là gì?",Sadness,ind_Latn→deu_Latn→spa_Latn
️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,"Hãy khóc nếu bạn muốn, sau đó lau sạch nước mắt và tiếp tục.",Sadness,fil_Latn
chinh xac não co con trai duong nao giai thoat cua cua cua cua nhieu doi kiep truoc vi no chiu bo thiet an chay niem phat cung cac cong cong duc len kiep nay phhai tu truong thanh 1 cach don dau va nhieu nuoc mat de lai kha day an tuong cho nhieu ban tre dang dc the gioi thiet ban no biet day chu vuc day dung len,"Bạn có thể chorar se quiseres, depois esfregar como lágrimas và seguir em frente.",Sadness,por_Latn→deu_Latn
- Bộ não.,"Chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng, chất xăng và chất xăng.",Sadness,jpn_Jpan→por_Latn→tha_Thai
Chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi chi,"Không phải bạn thật sự là một mình, chỉ là bạn đã không gặp được người thích hợp để chia sẻ.",Loneliness,ita_Latn→tur_Latn→por_Latn
nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ nhỏ,"Không phải là bạn thực sự đơn độc, chỉ là bạn đã không gặp được người thích hợp để chia sẻ",Loneliness,ita_Latn→jpn_Jpan→spa_Latn
"Tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi, tôi không muốn bạn mang con tôi.","Thời gian sẽ giúp bạn chữa lành, miễn là bạn không bỏ cuộc.",Sadness,zho_Hans
"Tôi không muốn anh tham gia, tôi không muốn anh tham gia, tôi không muốn anh tham gia, tôi không muốn anh tham gia.","Thời gian sẽ chữa lành cho bạn, nhưng đừng bỏ cuộc.",Sadness,nld_Latn
Này.,Thời gian sẽ giúp bạn chữa lành. Đừng bỏ cuộc.,Sadness,msa_Latn→kor_Hang
Trở lại địa chỉ sau: numberotation de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l'enregistration de l,Thời gian có thể chữa lành.,Sadness,kor_Hang→fra_Latn→ita_Latn
Van Seu Su Su Su Van Trach con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con gái trẻ em con con gái trẻ em con con gái trẻ em con con con con con con con gái con gái con con con con con con con con con con gái con con con con con con con con gái con con con con con con con gái con con con con gái con con con con con gái con con con con con gái con con con con con con gái con con con gái con con con con con con gái con con con con con gái con con con con con con con con con con gái con gái con con con con con con gái con con con con con con con gái con con con con con con con con gái con con con con con con con gái con con con con con con con gái con con con con con con con gái con con con con con con gái con con con con con con con con con con con gái con con con con con con con con con con con gái con con con con con con con con con con con con con gái con con con con con con con con con con con con gái con con con con con con con con con con con con gái con con con con con con con gái con con con con con con con con con con con con gái con con con con con con con con con con con con con con con con con con con con con con con,Tôi đã cố gắng rất nhiều. Tôi muốn anh ôm tôi.,Sadness,jpn_Jpan
Đó là tất cả.,Anh đã cố gắng hết sức.,Sadness,nld_Latn→msa_Latn→deu_Latn
"Eenzaamheid, eenzaamheid en onafhankelijkheid, eenzaamheid omdat we te gierig zijn om genoeg te weten, soms is het een vals gevoel dat echt kan zijn, omdat wanneer we thuis zijn met vrienden, waarom we ons eenzaam voelen omdat we meer willen, of we zijn echt eenzaam, als we het moment met familie genieten, dan zijn we eenzaam","""Will Els the Wilts"" và ""Dan Whiff the Train Duder"".",Sadness,msa_Latn→nld_Latn→kor_Hang
"Đáng tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc, thương tiếc","Nếu anh muốn em khóc, em sẽ rửa nước mắt và di chuyển.",Sadness,fil_Latn→tha_Thai→jpn_Jpan
Tôi cảm thấy rằng mọi người đang ở một mình. Tôi cảm thấy rằng mọi người đang ở một mình. Tôi cảm thấy rằng mọi người đang ở một mình. Tôi cảm thấy rằng mọi người đang ở một mình. Tôi cảm thấy rằng họ đang ở một mình. Tôi cảm thấy rằng họ đang ở một mình.,"Hãy mở ra một chút. Nếu bạn làm thế, bạn sẽ ngạc nhiên.",Loneliness,tha_Thai→tur_Latn→deu_Latn
"Sau khi nghe đoạn âm thanh này, tôi tự hỏi, tại sao những người này cảm thấy quá nhiều căng thẳng và đau khổ, khi họ đơn độc và cảm thấy rằng sự đơn độc là một điều quá lớn. Trong khi tôi thực sự cảm thấy rất tốt khi ngồi một mình và suy nghĩ về linh hồn bên trong của tôi và những điều xung quanh tôi, tôi đôi khi hạnh phúc hơn so với những người làm tôi tiêu cực. Tôi luôn cảm thấy hạnh phúc và bình yên khi họ nhận ra bản thân mình và sức mạnh của mình.","Nếu bạn mở một cái gì đó, bạn sẽ ngạc nhiên, giống như hầu hết những người sẵn sàng lắng nghe.",Loneliness,deu_Latn→ind_Latn→nld_Latn
️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️, ,Loneliness,kor_Hang→fil_Latn
"Tình hình ở Mỹ cổ đại, việc rút khỏi doanh nghiệp quốc tế, việc rút khỏi công việc, ba yếu tố cơ bản của cảm xúc của phụ nữ, đó là gì?","Chưa có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt, không có sự trừng phạt.",Loneliness,deu_Latn→jpn_Jpan→fra_Latn
"Có những lúc tôi thực sự cô đơn, tôi nghe Better Version và tôi luyện tập nội tâm. Đôi khi tôi không phụ thuộc nhiều vào ai, bất cứ điều gì, nếu có điều gì. Tôi yêu bản thân nhiều hơn, khám phá ra những điều mới, chơi thể thao và cảm thấy tự tin hơn. Sau đó, khi tôi có một cuộc hôn nhân rất hạnh phúc, nhưng khi tôi nhớ lại những thời điểm đó, tôi cảm thấy rất tự hào, người xem nghĩ rằng tôi sẽ làm mọi thứ buồn bã, nhưng không, cảm giác rằng tôi đang tận hưởng cuộc sống của mình là rất hạnh phúc, rất hạnh phúc.","Cảm giác này sẽ qua đi, như nhiều lần khác.",Sadness,por_Latn
️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,Sadness,msa_Latn
"Anh bạn, tôi xin lỗi, nhưng bạn có thể điều chỉnh chữ ""s"" cho tiếng gió, được không? giọng nói của bạn rất tốt, nhưng tiếng ""s"" của tiếng gió cao hơn giọng nói, vì vậy tôi có một chút đau đầu rất khó nghe.","Mặc dù bây giờ nó có vẻ như trống rỗng, nhưng nó sẽ không kéo dài lâu.",Loneliness,spa_Latn
"Tôi xin lỗi, nhưng bạn có thể hạ âm của ""S"" xuống không? Bạn có âm thanh tốt, nhưng ""S"" quá lớn, vì vậy tôi bị đau đầu và khó nghe. Cảm ơn bạn.","Mặc dù bây giờ bạn cảm thấy trống rỗng, nhưng nó sẽ không tồn tại mãi mãi.",Loneliness,zho_Hans
"Sự cô đơn là sự thiếu tình bạn, sự thiếu hiểu biết, sự thiếu hiểu biết về bản thân, sự thiếu tình yêu, sự thiếu hiểu biết về bản thân, sự thiếu tình yêu, sự thiếu độc lập, sự thiếu cô đơn.","Đôi khi, chỉ cần một chút bình tĩnh là đủ.",Sadness,eng_Latn→ind_Latn→rus_Cyrl
"Sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được, sự cô đơn là điều không ai hiểu được.",Đôi khi chỉ cần một chút yên tĩnh là đủ.,Sadness,jpn_Jpan
Đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị đơn vị,"Hãy khóc nếu bạn muốn, sau đó lau sạch nước mắt và tiếp tục.",Sadness,fil_Latn
"Một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một, một,","Hãy khóc nếu bạn muốn, sau đó thổi nước mắt và tiếp tục.",Sadness,eng_Latn→fra_Latn→nld_Latn
Cuộc sống của mọi người là bất thường. Tôi yêu người đồng tính và kết quả là ngày mai sẽ không có ai. Vì vậy tôi nghe bài hát của bạn. Tôi cũng nghe giọng nói của bạn.,Hãy mở lòng ra một chút và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.,Loneliness,spa_Latn
"Một cuộc sống phi thường. Tôi yêu người đồng tính, và ngày mai tôi sẽ không có ai, vì vậy tôi nghe bài hát này và nghe lời của bạn.","Hãy mở ra một chút nữa, và bạn sẽ ngạc nhiên khi thấy có bao nhiêu người sẵn sàng lắng nghe.",Loneliness,kor_Hang
"Al llegar a ser adulto, tôi có thể cảm thấy mình và cảm thấy mình và tránh xa nhiều người hơn bởi vì tôi không thể nói tốt, bởi vì tôi không thể nói tốt.",Họ thực sự không phải là một mình.,Loneliness,kor_Hang→spa_Latn→fra_Latn
