comment_text,author,votes,time,predicted_emotion,confidence
Sao ông lâm vs ông vũ giống nhau z,@krysdo9179,0,2 tháng trước,Other,0.4416443705558777
"Nhìn ông vũ trụ sinh tồn, nhiều kinh nghiệm thật.",@hoanganh2443,0,2 tháng trước,Enjoyment,0.6807405352592468
ông vũ trụ sinh tồn nhìn chill vãi mới xây nhà là thấy hay r :0,@huytran-zj1vt,0,2 tháng trước,Enjoyment,0.8940362334251404
"Thằng tú giỏi ăn biến làm , đi sinh tồn như vậy thà khỏi đi",@TinTin-er7qv,0,2 tháng trước,Disgust,0.6750350594520569
Ông Vũ trụ chơi là thắng chắc,@minhngocangthi7009,0,2 tháng trước,Other,0.6195204257965088
tập 6 trên mặt nước chắc được,@HaTeNguyen_VN,0,2 tháng trước,Other,0.7282821536064148
Đối thủ của anh thương saoo,@AnhTuann2Q,0,2 tháng trước,Sadness,0.780616044998169
ông vũ trụ ướt trình các đối thủ,@HẰNGCÚN-x9o,0,2 tháng trước,Other,0.7024263739585876
😊ông vũ trụ vlog đa. Từng tham gia sinh tồn trên đảo hoang cùng Sáng trong team PHD,@NghiaLy-i7i,0,2 tháng trước,Enjoyment,0.8199502229690552
haz,@SonNguyen-f4u6k,0,2 tháng trước,Enjoyment,0.852433443069458
mr.beast việt lam,@sinhtonfhd,0,2 tháng trước,Enjoyment,0.7854215502738953
Tôi nghe thấy nhạc grow a garden😮,@aotruong2267,0,2 tháng trước (đã chỉnh sửa),Enjoyment,0.6224460005760193
có cái này là các chuyên gia sinh tồn bàn phím mới biết nó khó thế nào,@ucthanhbui877,0,2 tháng trước,Other,0.6168100833892822
Rank cao thủ xuống rank đồng chơi à,@truongvovan4359,0,2 tháng trước,Other,0.2787434458732605
"ông Vũ Trụ này chơi hay quá ! phải mà khách mời 8,10 người cũng như ổng thì video siêu kịch tính luôn",@thanhvu7698,0,2 tháng trước,Enjoyment,0.6813238859176636
Anh lm thử thách 50h hc tiếng nhật tại trung tâm IMSD đi anh,@TháiLêthành-o4x,0,2 tháng trước,Enjoyment,0.5828539729118347
"Quay ghép chuyên nghiệp vào 
Nhìn như db v
Nhìn PhD mà học tập",@AcekslmAce,0,2 tháng trước,Enjoyment,0.545616090297699
Suối có cá thì bao lụm,@Mancococ02,0,2 tháng trước,Other,0.5327707529067993
A hi em cảm,@PhucNguyen-d8n9q,0,2 tháng trước,Enjoyment,0.4485783874988556
"Tk tú này phế vật ăn hại, nên cho ra khỏi team",@HoàngNg-b3q,0,2 tháng trước,Disgust,0.5910294651985168
gg,@hocngu299,0,2 tháng trước,Enjoyment,0.37051132321357727
Trong các Anh em này chắc có lẽ Vũ trụ vlog là có kinh nghiệm và bản lĩnh sinh tồn nhất,@tinhbuicong3008,0,2 tháng trước,Enjoyment,0.5609683394432068
Trong các Anh em này chắc có lẽ Vũ trụ vlog là có kinh nghiệm và bản lĩnh sinh tồn nhất,@tinhbuicong3008,0,2 tháng trước,Enjoyment,0.5609683394432068
Tem PHD vẫn hay hơn,@Nhạcremixhot-p3e,0,2 tháng trước,Enjoyment,0.6947476863861084
tú cho nghĩ làm luôn đi anh làm biến,@KiệtNguyễn-l6w,0,2 tháng trước,Other,0.7347666025161743
Em xem video anh ko hiểu sao hư đth:))),@meobellthickmacdonal,0,2 tháng trước,Enjoyment,0.45345067977905273
Vũ Trụ đẳng cấp sinh tồn VN luôn rồi,@phamdieuphuongg03,0,2 tháng trước (đã chỉnh sửa),Other,0.5449339747428894
Giá như ở bắc thì mình muốn sinh tồn thi với vũ trụ,@MạnhNguyễnĐình-b1y,0,2 tháng trước,Other,0.6029801964759827
Ông vũ trụ này cũng tham gia sinh tồn với team phd rồi thì phải,@MạnhNguyễnĐình-b1y,0,2 tháng trước,Other,0.5357538461685181
Hồi hộp quá ạ 😊,@phuocmeme98,0,2 tháng trước,Sadness,0.715088427066803
Vũ Trụ đánh lửa quá dễ dàng rồi.. làm cung kéo các kiểu anh ơi :v,@huannguyenvan7400,0,2 tháng trước,Enjoyment,0.9104663133621216
thấy Vũ Trụ Vlog là biết ai WIN nha.. chưa xem :V,@huannguyenvan7400,0,2 tháng trước,Enjoyment,0.8730685114860535
Ủng hộ bạn Vũ trụ vlog 1 dký vì phần thể hiện xuất sắc của bạn,@khoaoan2644,0,2 tháng trước,Sadness,0.6764245629310608
Ý kiến nghe hợp lý và hay đấy,@PHAMGIA434,0,2 tháng trước,Enjoyment,0.7919917702674866
Địa điểm bình thuận nhưng Sinh khó núi tà cú đc không a,@ngocduyvlog8689,0,2 tháng trước,Other,0.6857407689094543
E xin chơi Sinh tồn ạ,@ngocduyvlog8689,0,2 tháng trước,Other,0.7342604398727417
cần gì tăng độ khó nữa ! có best sinh tồn Vũ Trụ Vlog là độ khó max rồi còn gì 😁,@MinhTuấn61BD,0,2 tháng trước,Enjoyment,0.8083891272544861
Ông vũ trụ ổng nói ở 10-20 bữa là nói thiệt đó,@MinhHiếuTrầnDương,0,2 tháng trước,Disgust,0.5505871772766113
Em nghĩ anh lâm làm một tập ở rừng cấm trại 2ng1đ đi thú vị lắm,@BeNguyen-f1u,0,2 tháng trước,Disgust,0.25533512234687805
51:00 : gâu ờ gây đình 😇,@Gilz-e-a,0,2 tháng trước,Disgust,0.5813737511634827
Nói chung ai cung dc trừ thag bắc kỳ . Lắm mồm ko làm dc cái tích sự j,@sangtien7019,0,2 tháng trước,Disgust,0.5518929958343506
"Ô 43:38 là thuộc tuýt ng mõm và nói khá nhiều, kĩ năng sinh tồn cũng chả có gì, dc cái văn dài, ae có thấy thế ko😂😂",@manuciansnvb9357,4,2 tháng trước,Disgust,0.4877326786518097
"nói rất hay , đc cái mõm ng ta đc đi sinh tồn  còn tk ko đi ngồi nhà xem phán rất hay rp",@TenHo-s9t,0,1 tháng trước,Enjoyment,0.8949023485183716
​ @TenHo-s9t nó nói đúng mà 😂,@huyav207_9z,0,1 tháng trước,Enjoyment,0.8655624389648438
"32:10 Đề nghị lần sau còn sinh tồn ko cho cu Tú đi,hhh,ko có kĩ năng sinh tồn, chỉ dc mỗi cái nhịn đói, nhà thì ko làm ,chán ổng gì đâu,phí mất 1 slot😅😅😅",@manuciansnvb9357,1,2 tháng trước (đã chỉnh sửa),Sadness,0.7336412668228149
Mong sẽ có tập các kênh ytb sinh tồn đấu với nhau,@dungquoc8271,0,2 tháng trước,Other,0.6219468116760254
0,,0,2 tháng trước,Sadness,0.36078131198883057
Mua áo mấy lần mà k đc mời đi sinh tồn,@SyVan-hg7vw,0,2 tháng trước,Sadness,0.8129642605781555
Sao ông tú ổng lười ta 😂,@FutureAI-life,0,2 tháng trước,Disgust,0.6502643823623657
Anh lam,@KhaNguyên-i7l1g,0,2 tháng trước,Other,0.3994922935962677
"Này do mấy bạn còn trẻ thôi,như tui 34 35 t chắc sinh tồn khoảng 2 năm 🤣🤣",@Thanhtan-u6d,0,2 tháng trước,Other,0.356758713722229
Chơi sinh tồn mà có ô Vũ Trụ thì ai chơi lại😂,@tamvuongvan9448,0,2 tháng trước,Sadness,0.6897648572921753
Đầu clip thấy có bạn Vũ Trụ Blog là biết bạn ấy thắng rồi vì clip của bạn ấy toàn Sinh tồn không mà 🎉🎉🎉🎉,@binhduongnewtv,0,2 tháng trước,Enjoyment,0.5339716672897339
PHD edit thua xa a lâm vlog,@amthucgamenew,0,2 tháng trước,Disgust,0.6285355091094971
A góp ý...cho các bạn dựng trại khoản cách xa xíu... chứ sinh tồn mà tập trung nhìn không hấp dẫn lắm..,@NhatquangHoson,0,2 tháng trước,Sadness,0.33613887429237366
bếnn cát nèeee,@gkvlog2009,0,2 tháng trước,Disgust,0.27563175559043884
😅vu tru la ok nhat  !!!!!!,@Spino-du7ph,0,2 tháng trước,Enjoyment,0.8175990581512451
anh làm 24g câu cá đi anh câu r nướng ăn á anh,@QuốcviệtHồbình,0,2 tháng trước,Other,0.5809788107872009
Vũ trụ vs sang vlog 😎,@33.TrọngNhân-u7d,0,2 tháng trước,Enjoyment,0.7387437224388123
Trái đó là trái thị đó anh Lâm,@nguyensang5301,0,2 tháng trước,Other,0.6274128556251526
Lâm dạo này nhìn phong độ ra đấy.,@sonphan5239,0,2 tháng trước,Other,0.40582481026649475
Em mua 1 cái áo,@trieunguyen-g7d,0,2 tháng trước,Other,0.3802138566970825
Lâm đồng rồi nha e Lâm. K còn bình thuận nha😂😂😂,@ĐìnhHuyNguyễn-b5z,0,2 tháng trước,Enjoyment,0.9092925786972046
Mời các chuyên gia sinh tồn thì video thời lượng hơi bị lâu 🤣,@longvo3067,0,2 tháng trước,Other,0.4736883044242859
ai cugnx hay hết tcung mong đc 1 lần trải nghiệm nhu mng tha~ tim,@VTTgaming2496,0,2 tháng trước,Sadness,0.6415250897407532
vũ trụ so kè voiws sếp lâm ai hơn ta???????,@VănMinhLê-g6l,0,2 tháng trước,Other,0.7025015354156494
"Game này sao không chơi kiểu Đạo tặc ta , dui á , bên kia đi làm đồ cái mình qua xin xíu đồ ăn với nước , khỏi cho để dành :))))",@Cole-VN,0,2 tháng trước,Disgust,0.4986109137535095
vũ trụ out trình quas,@KiênĐỗTrung-i4c,0,2 tháng trước,Other,0.4008943438529968
Anh Lâm làm thử thách không ngủ đi ạ,@SựPhạm-p7z,0,2 tháng trước,Other,0.7310687303543091
Nếu được chơi tôi sẽ cân được Vũ Trụ và cả Sang Vlog còn thương thì nghĩ thắng sẽ dể hơn,@lyvanhoavlog,0,2 tháng trước,Enjoyment,0.7706736326217651
Đi sinh tồn mà chỉ trùm rồi ngủ :))),@sonmusican3426,0,2 tháng trước,Enjoyment,0.38812360167503357
Anh Lâm ơi em có ý kiến anh nên tổ chức du lịch với  các thành viên công ty anh đi để mn gắn kết với nhau ạ,@quangnhat3861,0,2 tháng trước,Other,0.5170418620109558
"Lúc trc 5tr sub cũng 10tr, giờ 10tr sub rồi lên giá đi a",@ocbi382,0,2 tháng trước,Other,0.36195194721221924
Gala có a thương chắc hấp dẫn lắm,@tonybentre123,0,2 tháng trước,Enjoyment,0.8874760270118713
cho em tham gia sinh tồn với anh,@tuấnnguyễnvăn-d2x,0,2 tháng trước,Enjoyment,0.6029205322265625
Anh lâm ơi nào có pubg tập 2 vậy anh 😂,@noob-noname-v1z,0,2 tháng trước,Other,0.5012655258178711
"toàn phế,mình ông vũ trụ chắc cho ổng ở trong rừng luôn cũng được",@HoangTran-u7g,1,2 tháng trước,Other,0.4418811798095703
Có ai muốn team phd và lâm vlogs thi đấu thử thách sinh tồn cho comment này lên top,@binhtubi2,1,2 tháng trước (đã chỉnh sửa),Other,0.36109691858291626
m,@XuanTruongVu-pn4ui,1,2 tháng trước,Disgust,0.24883446097373962
Ai muốn phd vs lâm vlogs  thì like,@truongdung9407,0,2 tháng trước,Enjoyment,0.41746288537979126
Ông vũ trụ này đấu vs thương được ă,@TiếnTrần-w6j5r,1,2 tháng trước,Other,0.5060384273529053
Cho em tham gia với shop ơi,@PhuongdaklakVLOG,0,2 tháng trước,Enjoyment,0.6444476246833801
Anh lâm hãy tiếm tục xe ri tập6 50 giờ,@KỳVăn-f8e,0,2 tháng trước,Enjoyment,0.49549567699432373
Đưa dan Tây nguyên lên ở ca tháng không doi,@hieuduong3403,0,2 tháng trước,Other,0.7307540774345398
Anh vũ trụ là trùm sinh tồn ❤❤,@toantruong1858,1,2 tháng trước,Enjoyment,0.7356820106506348
mời anh vũ trụ vào tem đi anh lâm,@HieuNguyenMinh-zn7zy,2,2 tháng trước,Other,0.5310289859771729
sao anh có nhạc trồng cây,@phượngphan-c3j,0,2 tháng trước,Other,0.6913554072380066
"thấy dàn thí sinh đợt này kiểu ko thực sự nghiêm túc với thử thách chương trình. Ông thì về do nhớ vợ, ông thì thèm thuốc (mình thừa biết là tham gia sẽ ko có thuốc hút mà vẫn nhận lời), ông thì kêu ko tạo ra lửa được do ƯỚT trong khi mọi người đều tạo lửa đc.",@Hihi-bd6tm,3,2 tháng trước,Sadness,0.5311343669891357
19:13 😂 to dị,@nghiatranhieu8640,0,2 tháng trước,Disgust,0.41669976711273193
Vũ trụ có kinh nghiệm nhiều mình nghĩ sẽ thắng 🎉,@thaihoanguyen2461,0,2 tháng trước,Enjoyment,0.49204692244529724
Em fan của anh vũ trụ em thấy ảnh chơi hơn mấy người kia lunn,@ToànQuốc-l7o,0,2 tháng trước,Enjoyment,0.8895590901374817
Cách mua áo như thế nào vậy a,@AnTran-sr4rp,0,2 tháng trước,Other,0.7656505107879639
Vũ trụ vô địch chắc r,@myteotv4300,0,2 tháng trước,Other,0.41551274061203003
Ông vũ trụ này mà thua về khỏi làm video sinh tồn luôn di nha😅,@CảnhNguyen-y2q3k,1,2 tháng trước,Disgust,0.5233882665634155
Vũ Trụ peak,@chaoskids4T,0,2 tháng trước,Enjoyment,0.8795568346977234
Mình cũng thấy ông Vũ trụ chịu khó nè 😅,@HaLam-hj9pu,0,2 tháng trước,Enjoyment,0.811786413192749
Mr bít vn,@KhánhĐặng-b9t,0,2 tháng trước,Other,0.4972282648086548
"Wow! Xem xong mình nổi da gà luôn 😮🔥 Thật không ngờ chỉ với vài vật dụng đơn giản mà vẫn có thể sống sót giữa thiên nhiên hoang dã. Tinh thần kiên cường và khả năng ứng biến trong video này quá đỉnh! Ai dám thử đặt mình vào tình huống này giống như nhân vật không? Mình nghĩ đây không chỉ là thử thách, mà còn là bài học tuyệt vời về kỹ năng sinh tồn và sức mạnh ý chí!",@anvuisongkhoemoingay,2,2 tháng trước,Loneliness,0.26845085620880127
mong ah ra thêm nhiều video hay hơn nx🥰,@LeblancThảo,0,2 tháng trước,Enjoyment,0.9127925038337708
"video sinh tồn mà Tú ko thấy có trách nhiệm gì cả . video nào cũng vậy , tẻ nhạt , lãnh xẹt . ko có ý chí , cống hiến cho video thêm hay",@haidenvlog,0,2 tháng trước,Disgust,0.7016199231147766
❤🎉🎉🎉🎉🎉❤,@TrangTháitv,0,2 tháng trước,Enjoyment,0.5347824096679688
Vô chơi mà thấy có vu trụ vlog là biet trước kết quả r,@bangluongamthuc5942,1,2 tháng trước,Enjoyment,0.48841559886932373
Có gala trốn tìm không anh,@ToanNguyenTrong-g6j,0,2 tháng trước,Other,0.7261531352996826
ông vũ trụ kia ao trình quá😅,@ThangNguyenvan-gx6mf,1,2 tháng trước,Other,0.6051790118217468
 @Hihi-bd6tm  đừng quá khắc khe,@36.huynhtrivinh18,0,2 tháng trước,Disgust,0.533162534236908
❤,@QuýDÂNDÃ68,0,2 tháng trước,Enjoyment,0.7352889776229858
Vũ trụ với anh Côn ko bt ai đỉnh hơn nhỉ,@manganime1743,1,2 tháng trước,Enjoyment,0.5070597529411316
Làm sao mà chơi với ông Vũ trụ được ông đi sinh tồn suốt,@ucnguyen3891,0,2 tháng trước,Disgust,0.26721563935279846
"sinh tồn có ông e Thành Triệu ở ngoài phía bắc, sinh tồn mới đỉnh",@baonguyenvlogs631,1,2 tháng trước,Enjoyment,0.7473059296607971
a e vo kenh vu tru theo doi ong i  ong de~ men' lam nhung kenh  it' ngu bit' toi theo doi ong lau lam' rui',@NguyễnNguyễnlêthiênphúc,1,2 tháng trước,Sadness,0.6078060269355774
Sân khấu của vũ trụ. Kỹ năng sinh tồn chuẩn chỉ ghê,@hoamap5570,3,2 tháng trước,Enjoyment,0.8399767875671387
Ah làm ma sói đi ah,@GiangTruong-et7rg,1,2 tháng trước,Fear,0.2637931704521179
Anh Vũ Trụ chất quá à,@nhantruong8887,0,2 tháng trước,Enjoyment,0.4830746650695801
chúc anh mạnh khỏe để ra nhiều video và view cao,@MinhPhuocChung-l7z,0,2 tháng trước,Enjoyment,0.8687750697135925
"Thật chứ mình xem tầm 20 phút là biết kq luôn, bạn vũ trụ vlogs có 1 bản năng sinh tồn quá đỉnh, nếu có gala mình tin chắc nếu suôn sẻ b ấy sẽ lại vô địch.",@hungphamxuan265,1,2 tháng trước,Loneliness,0.32803598046302795
ANH THƯƠNG MÀ ĐẤU VỚI ANH VŨ TRỤ VLOG AI SẼ CHIẾN THẮNG NHỈ?,@lyly-i8w9d,0,2 tháng trước,Sadness,0.5838246941566467
A Lâm nay mập cái bụng hết biết rồi,@quoccuongphan8082,0,2 tháng trước,Other,0.49105361104011536
Mới vào xem thì cũng biết a vủ thắng rồi,@DuongNguyenbolero95,0,2 tháng trước,Enjoyment,0.49731117486953735
Anh Lâm ơi làm tiếp series Thăm ngàn đi anh,@qc-bepiu,1,2 tháng trước,Enjoyment,0.5979813933372498
Mua vé số đi Anh Lâm vlog,@2k9tail,0,2 tháng trước,Enjoyment,0.5999293923377991
:hand-orange-covering-eyes:,@linhtú7749,0,2 tháng trước,Sadness,0.6460981965065002
Anh làm thăn ngàn bán bánh mì đi anh,@KiềuMỹ-t2h,0,2 tháng trước,Other,0.4872940480709076
miền Tây vua sinh tồn trong rừng,@hieutlv9489,0,2 tháng trước,Other,0.649937093257904
Ông Vũ Trụ ao trình quá😂,@thuyettrongmusic739,0,2 tháng trước,Enjoyment,0.42209872603416443
em đky cũng lâu rồi mong đc mời tham gia game show thử thách 1 lần ạ hic,@onetuer858,0,2 tháng trước,Enjoyment,0.8596794605255127
Ông vũ trụ đã chiến thắng sinh tồn 10ng đảo hoang r dân chuyên sinh tồn thì...,@trangbong_nee2778,0,2 tháng trước,Enjoyment,0.6271348595619202
Ông Thắng thấy ổng muốn khóc luôn á😢😅,@ThMyy-z9u,0,2 tháng trước,Sadness,0.6936118006706238
Lên Lạng Sơn đi Temm,@tungthanh3814,0,2 tháng trước,Enjoyment,0.5558567643165588
"Tú chơi chi tốn slot vậy trời, đúng kiểu thế hệ cợt nhã",@binhthanh899,0,2 tháng trước,Disgust,0.724500834941864
Gặp toàn thứ gì đâu ko tú vô dụng rồi thèm thuốc bỏ cuộc rồi nhớ vợ nhớ con hay nhớ lonn ko biết nữa toàn thứ gì đâu cũng mời sinh tồn,@VuNguyen-tu4sg,0,2 tháng trước,Sadness,0.7320393323898315
"Nên đuổi t.tú đi thấy sẽ tốt hơn ăn chơi tụ tập bạn bè hút chích nó ko bỏ đc đâu thấy cách nó sinh tồn là hiểu rồi ngủ đến 1,2 trưa mới dậy ko có ít gì cho team đuổi cho rồi",@VuNguyen-tu4sg,0,2 tháng trước,Disgust,0.565802812576294
Mời đúng thách đấu var với đồng đoàn 😂😂,@np9gaming,0,2 tháng trước,Enjoyment,0.6476459503173828
Vũ trụ phải chơi với em anh lâm mới chuẩn,@LuanNguyen-gg6hh,0,2 tháng trước,Other,0.4846084415912628
anh vũ trụ chẳng khác j vua sinh tồn đã coi rất nhiều tập sinh tồn cực đỉnh 😊,@NhanHuu-b8k,0,2 tháng trước,Enjoyment,0.8856267929077148
Mẹ coi quảng cáo hoài khó chịu vc,@hueho3478,0,2 tháng trước,Sadness,0.35994458198547363
Vũ trụ nên lập kênh ytb riêng làm về Nd sinh tồn ý kiến riêng,@huylegia-l8z,0,2 tháng trước,Other,0.5834766030311584
"Anh Vũ Trụ thứ dữ luôn r á
coi bộ căng à:))",@PhuongHong-ud3be,0,2 tháng trước,Fear,0.38525041937828064
Rừng này ở đâu vậy lâm ơi,@ThuongHoai-h2e,1,2 tháng trước,Other,0.7018759250640869
"Đánh lửa mà cũng k biết ????
Vậy đi sinh tồn làm gì",@nhtvlogs6467,0,2 tháng trước,Other,0.4299054443836212
Thấy vũ trụ vlog là biết ai win rồi kkka,@KhanhNguyen-oy8ch,0,2 tháng trước,Enjoyment,0.8644236326217651
Vủ sinh tồn ok lắm😂,@nguyenquach947,0,2 tháng trước,Enjoyment,0.7783539891242981
hướng đạo sinh fake cg phải đầu hàng mà thôi,@Cailonmamay56789,0,2 tháng trước,Other,0.5562230348587036
Thì với tem PHD đi,@AnhA-g7u,0,2 tháng trước,Other,0.7294809222221375
"Mình nghĩ nếu mà để Sinh tồn thì moi người chơi chia ra moi vùng không được gần nhau, trong đó cho mỗi người dùng bộ đàm thì hay hơn đó",@PhucNgaNguyen,0,2 tháng trước,Enjoyment,0.4048823416233063
Phúc thứ 28 nghe tiến la của ai á mn tua lại coi có đúng ko😮😮,@QuysLâm,0,2 tháng trước,Enjoyment,0.7506441473960876
a Quang tèo của tui nay lên chơi sinh tồn luôn!! Quá hay quá hay😊,@thiennguyenngoc2172,0,2 tháng trước,Enjoyment,0.899197518825531
Wwoa có Em Vũ tham gia vui quá,@phuongho5936,0,2 tháng trước,Enjoyment,0.8863499164581299
Sang Vlog  hay đi sinh tồn 😅😅😅😅,@ThịnhĐức-w8s,1,2 tháng trước,Enjoyment,0.8164879083633423
anh lâm làm lại clip cào vé số đi,@BiBoKidschannel,0,2 tháng trước,Other,0.7202708721160889
hay,@duongnguyenvan5058,0,2 tháng trước,Enjoyment,0.8431627750396729
Bọn này đi cùng ko có cá thì chết đói hết,@TTienGia,0,2 tháng trước,Disgust,0.42972031235694885
Mời a côn bên phương hữu dưỡng giao lưu sinh tồn đi,@vanhuy7337,0,2 tháng trước,Other,0.6589446663856506
Tem lâm vlog mà sinh tồn cái gì. Chỉ được cái tham gia ăn uống là giỏi,@SangTV-g9e,0,2 tháng trước,Disgust,0.7433457970619202
thay vu tru la biet ai win haha,@Xgmae-LMV,0,2 tháng trước,Enjoyment,0.7639256715774536
Nhìn ông vũ vs ông lâm hao hao giống nhaooow😂,@TraMiHoangNgoc,0,2 tháng trước,Disgust,0.43442684412002563
Cào số đi a.,@nguyenkhangle6655,0,2 tháng trước,Other,0.6047505736351013
Vừa vô thấy có ông vũ trụ vlog là chưa cần xem cũng đoán được ai thắng rồi,@nhantrinh8873,0,2 tháng trước,Enjoyment,0.6661356687545776
E nghĩ lm thêm clip ng cuối cùng ngừng ăn cay và sử dụng tương ớt chin su mới đi a,@Luubao-h9b,0,2 tháng trước,Enjoyment,0.6053868532180786
Làm seri người cuối cùng ngừng sống đi anh. em sẽ đăng kí kênh anh ạ,@quangnguyennguyen4762,0,2 tháng trước,Sadness,0.5116913318634033
Cớ vũ trụ thì chỉ có sang vlos mới diệt đuoc thôi,@loakeominhphat4361,0,2 tháng trước,Disgust,0.35939735174179077
Tú vô dụng,@BinhPham-xm3kh,0,2 tháng trước,Disgust,0.6507574915885925
"Anh lâm , anh làm clip chơi các trò mạo hiểm đi ạ hình như anh chưa làm. Mong anh làm 😅",@ViệtThái-s7e,0,2 tháng trước,Enjoyment,0.5426694750785828
Ông vũ trụ uot trình quá,@cad2851,2,2 tháng trước,Enjoyment,0.638020396232605
Nhìn mấy chú tội 😞,@tentaola-b8c,2,2 tháng trước,Sadness,0.9153136610984802
"Ông Vũ trụ đâu lạc vào đây vậy,mời ông này chơi sinh tồn chắc 10 năm ổng vẫn sống nhăn",@caovanphan2535,0,2 tháng trước,Disgust,0.39067623019218445
"đẩy nhanh cái sinh tồn đi anh cuốn quá 
ủng ông VŨ TRỤ ĐẲNG CẤP VL",@nguyentrunghieu6298,0,2 tháng trước,Disgust,0.36142438650131226
clip ngủ bờ ngủ bụi chứ sinh tồn méo gì =))),@khapham6784,1,2 tháng trước,Disgust,0.279721736907959
Có ông vũ trụ thấy được còn mấy ông kia tướng công tử k sinh tồn cái gì,@TonTruong-e1z,0,2 tháng trước,Disgust,0.43338510394096375
Sang vlog vs Vũ trụ vlog💀,@hoanggaming5490,0,2 tháng trước,Enjoyment,0.8538358807563782
Ah tú nhàn nhất đi chỉ cần ngủ thôi😂😂,@ĐạtĐặngminh-r3t,0,2 tháng trước,Enjoyment,0.9019400477409363
Có sang vlog thì những ng này k có tuổi. 🤣,@booocuteee3580,1,2 tháng trước,Other,0.39864763617515564
Ai sinh tồn bằng vũ trụ,@Đilạcluôn,0,2 tháng trước,Other,0.7233575582504272
Vũ trụ là trùm.,@TuTran-iu2vn,0,2 tháng trước,Other,0.504116415977478
Video rất hay,@TàiTrần-i6f,0,2 tháng trước,Enjoyment,0.8761401176452637
"từng xem clip sinh tồn của ông vũ trụ, từ đầu đã nghĩ ổng sẽ thắng",@nguyencuoc9416,0,2 tháng trước,Enjoyment,0.5751671195030212
Thấy a Vũ cái thấy end game r,@luubi1741,0,2 tháng trước,Enjoyment,0.294392466545105
Làm cuộc thi người cuối cùng còn đi xe đạp đi a ( đạp xe chân không chạm đất ),@angnguyen6097,0,2 tháng trước,Other,0.5226985216140747
Vũ trụ vlog có video ở kênh phd kìa 😂,@DuongTy-LQMB,0,2 tháng trước,Enjoyment,0.8045957088470459
Thích xem chú Vũ Trụ cực chú nhìn thấy nó chuyện nhẹ nhàng và có các chiến thuật rất là hay luôn á mn,@CucTruong-qc5mq,0,2 tháng trước,Enjoyment,0.8963268399238586
🤗❤️,@Yenneeee167,0,2 tháng trước,Enjoyment,0.6788004040718079
Mình nghĩ mời sang sinh tồn trong rừng sẽ hấp dẫn đó ❤,@Duyanem-os7jg,0,2 tháng trước,Enjoyment,0.45386385917663574
Anh quay lại seri 50H cắm trại đi phượt bằng xe đạp điện đi ạ❤❤❤❤,@QuoctoanTran-r7z,0,2 tháng trước,Enjoyment,0.8931633234024048
Hello anh 👋,@ThiLanHoang-id3yn,1,2 tháng trước,Enjoyment,0.8850614428520203
chủ để này quá hay đề nghị đồng chí Lâm tiếp tục nhé,@phatminh8270,0,2 tháng trước,Other,0.49810704588890076
Mẹ ơi nhìn tội 😢,@SavLý-m3r,0,2 tháng trước,Sadness,0.9073591828346252
Fan vũ trụ ❤❤❤,@angelalex,0,2 tháng trước,Enjoyment,0.8886234760284424
ôg vũ trụ vlog hình như năm ngoái bị trôi giữa biển thì phải =)))(,@tr_minhtuyen,1,2 tháng trước,Enjoyment,0.6638030409812927
Biết a Vũ trụ từ tập sinh tồn với Sàng tiền xu. Quá đỉnh 🎉,@hoangvi1590,0,2 tháng trước,Enjoyment,0.870785653591156
"Tú gà, tú đội gì nhìn chán",@tungbuivan9321,0,2 tháng trước,Disgust,0.3997285068035126
Cuộc chiến ko cân sức kakakaka,@camhoang4740,0,2 tháng trước,Enjoyment,0.7037318348884583
"Đầu video thấy ông ""vũ trụ vlogs"" thì biết ổng win rồi 😅😅",@khanhp2996,0,2 tháng trước,Enjoyment,0.877503514289856
Ko ai đấu lại vu trụ đâu chuyen sinh tồn á mình da theo dõi a ấy ne,@anhtran-dr8tm,0,2 tháng trước,Enjoyment,0.7009697556495667
Từ kênh vũ trụ vlog qua đây. Ủng hộ idol lụm luôn gala 👍,@ngohung4424,0,2 tháng trước,Enjoyment,0.8003475069999695
Chưa thi biết kết quả 🎉,@duythong1338,0,2 tháng trước,Sadness,0.5710975527763367
anh lâm em có ý tưởng là: người cuống cùng ngừng đạp xe đạp đi anh,@haovo8518,0,2 tháng trước,Other,0.4284611642360687
vũ trụ vlog sinh tồn thì sao mà ng khác thắng nỗi đây :D,@chivlog9290,0,2 tháng trước,Enjoyment,0.33330217003822327
"Vừa mới xem thấy ông vũ trụ là biết ỗng win rồi😂😂 a lâm mà mới thêm sang vlog chắc tập đó kéo dài cả tháng, có khi có 2 giải nhất luôn ko chừng kkkkk",@phamgiang617,0,2 tháng trước,Enjoyment,0.8331167697906494
.,@TuấnAnhNguyễn-c5f,0,2 tháng trước,Sadness,0.584265947341919
Thấy team vui muốn hia nhập team ghê 😂😂,@hiepga1696,0,2 tháng trước,Enjoyment,0.9135372638702393
Em theo dõi teem anh lâu rồi nhưng anh thấy lần sinh tồn này anh vũ trụ mới thực sự là đúng sinh tồn. Còn những người khác kiểu cố làm cho qua clip 😊,@PhuongThao-ub1ow,0,2 tháng trước,Sadness,0.46822866797447205
vu tru qua dinh,@benjaminasante6334,0,2 tháng trước,Other,0.7180039286613464
Bạn Vũ Trụ kĩ năng và sinh tồn rất khoa học.bạn ấy là người chiến thắng rất thuyết phục😊,@trongtran9817,0,2 tháng trước,Enjoyment,0.647874116897583
