comment_text,author,votes,time
ông vũ trụ kia ao trình quá😅,@ThangNguyenvan-gx6mf,1,2 tháng trước
 @Hihi-bd6tm  đừng quá khắc khe,@36.huynhtrivinh18,0,2 tháng trước
❤,@QuýDÂNDÃ68,0,2 tháng trước
Vũ trụ với anh Côn ko bt ai đỉnh hơn nhỉ,@manganime1743,1,2 tháng trước
Làm sao mà chơi với ông Vũ trụ được ông đi sinh tồn suốt,@ucnguyen3891,0,2 tháng trước
"sinh tồn có ông e Thành Triệu ở ngoài phía bắc, sinh tồn mới đỉnh",@baonguyenvlogs631,1,2 tháng trước
a e vo kenh vu tru theo doi ong i  ong de~ men' lam nhung kenh  it' ngu bit' toi theo doi ong lau lam' rui',@NguyễnNguyễnlêthiênphúc,1,2 tháng trước
Sân khấu của vũ trụ. Kỹ năng sinh tồn chuẩn chỉ ghê,@hoamap5570,3,2 tháng trước
Ah làm ma sói đi ah,@GiangTruong-et7rg,1,2 tháng trước
Anh Vũ Trụ chất quá à,@nhantruong8887,0,2 tháng trước
chúc anh mạnh khỏe để ra nhiều video và view cao,@MinhPhuocChung-l7z,0,2 tháng trước
"Thật chứ mình xem tầm 20 phút là biết kq luôn, bạn vũ trụ vlogs có 1 bản năng sinh tồn quá đỉnh, nếu có gala mình tin chắc nếu suôn sẻ b ấy sẽ lại vô địch.",@hungphamxuan265,1,2 tháng trước
ANH THƯƠNG MÀ ĐẤU VỚI ANH VŨ TRỤ VLOG AI SẼ CHIẾN THẮNG NHỈ?,@lyly-i8w9d,0,2 tháng trước
A Lâm nay mập cái bụng hết biết rồi,@quoccuongphan8082,0,2 tháng trước
Mới vào xem thì cũng biết a vủ thắng rồi,@DuongNguyenbolero95,0,2 tháng trước
Anh Lâm ơi làm tiếp series Thăm ngàn đi anh,@qc-bepiu,1,2 tháng trước
Mua vé số đi Anh Lâm vlog,@2k9tail,0,2 tháng trước
:hand-orange-covering-eyes:,@linhtú7749,0,2 tháng trước
Anh làm thăn ngàn bán bánh mì đi anh,@KiềuMỹ-t2h,0,2 tháng trước
miền Tây vua sinh tồn trong rừng,@hieutlv9489,0,2 tháng trước
Ông Vũ Trụ ao trình quá😂,@thuyettrongmusic739,0,2 tháng trước
em đky cũng lâu rồi mong đc mời tham gia game show thử thách 1 lần ạ hic,@onetuer858,0,2 tháng trước
Ông vũ trụ đã chiến thắng sinh tồn 10ng đảo hoang r dân chuyên sinh tồn thì...,@trangbong_nee2778,0,2 tháng trước
Ông Thắng thấy ổng muốn khóc luôn á😢😅,@ThMyy-z9u,0,2 tháng trước
Lên Lạng Sơn đi Temm,@tungthanh3814,0,2 tháng trước
"Tú chơi chi tốn slot vậy trời, đúng kiểu thế hệ cợt nhã",@binhthanh899,0,2 tháng trước
Gặp toàn thứ gì đâu ko tú vô dụng rồi thèm thuốc bỏ cuộc rồi nhớ vợ nhớ con hay nhớ lonn ko biết nữa toàn thứ gì đâu cũng mời sinh tồn,@VuNguyen-tu4sg,0,2 tháng trước
"Nên đuổi t.tú đi thấy sẽ tốt hơn ăn chơi tụ tập bạn bè hút chích nó ko bỏ đc đâu thấy cách nó sinh tồn là hiểu rồi ngủ đến 1,2 trưa mới dậy ko có ít gì cho team đuổi cho rồi",@VuNguyen-tu4sg,0,2 tháng trước
Mời đúng thách đấu var với đồng đoàn 😂😂,@np9gaming,0,2 tháng trước
Vũ trụ phải chơi với em anh lâm mới chuẩn,@LuanNguyen-gg6hh,0,2 tháng trước
anh vũ trụ chẳng khác j vua sinh tồn đã coi rất nhiều tập sinh tồn cực đỉnh 😊,@NhanHuu-b8k,0,2 tháng trước
Mẹ coi quảng cáo hoài khó chịu vc,@hueho3478,0,2 tháng trước
Vũ trụ nên lập kênh ytb riêng làm về Nd sinh tồn ý kiến riêng,@huylegia-l8z,0,2 tháng trước
"Anh Vũ Trụ thứ dữ luôn r á
coi bộ căng à:))",@PhuongHong-ud3be,0,2 tháng trước
Rừng này ở đâu vậy lâm ơi,@ThuongHoai-h2e,1,2 tháng trước
"Đánh lửa mà cũng k biết ????
Vậy đi sinh tồn làm gì",@nhtvlogs6467,0,2 tháng trước
Thấy vũ trụ vlog là biết ai win rồi kkka,@KhanhNguyen-oy8ch,0,2 tháng trước
Vủ sinh tồn ok lắm😂,@nguyenquach947,0,2 tháng trước
hướng đạo sinh fake cg phải đầu hàng mà thôi,@Cailonmamay56789,0,2 tháng trước
Thì với tem PHD đi,@AnhA-g7u,0,2 tháng trước
"Mình nghĩ nếu mà để Sinh tồn thì moi người chơi chia ra moi vùng không được gần nhau, trong đó cho mỗi người dùng bộ đàm thì hay hơn đó",@PhucNgaNguyen,0,2 tháng trước
Phúc thứ 28 nghe tiến la của ai á mn tua lại coi có đúng ko😮😮,@QuysLâm,0,2 tháng trước
a Quang tèo của tui nay lên chơi sinh tồn luôn!! Quá hay quá hay😊,@thiennguyenngoc2172,0,2 tháng trước
Wwoa có Em Vũ tham gia vui quá,@phuongho5936,0,2 tháng trước
Sang Vlog  hay đi sinh tồn 😅😅😅😅,@ThịnhĐức-w8s,1,2 tháng trước
anh lâm làm lại clip cào vé số đi,@BiBoKidschannel,0,2 tháng trước
hay,@duongnguyenvan5058,0,2 tháng trước
Bọn này đi cùng ko có cá thì chết đói hết,@TTienGia,0,2 tháng trước
Mời a côn bên phương hữu dưỡng giao lưu sinh tồn đi,@vanhuy7337,0,2 tháng trước
Tem lâm vlog mà sinh tồn cái gì. Chỉ được cái tham gia ăn uống là giỏi,@SangTV-g9e,0,2 tháng trước
thay vu tru la biet ai win haha,@Xgmae-LMV,0,2 tháng trước
Nhìn ông vũ vs ông lâm hao hao giống nhaooow😂,@TraMiHoangNgoc,0,2 tháng trước
Cào số đi a.,@nguyenkhangle6655,0,2 tháng trước
Vừa vô thấy có ông vũ trụ vlog là chưa cần xem cũng đoán được ai thắng rồi,@nhantrinh8873,0,2 tháng trước
E nghĩ lm thêm clip ng cuối cùng ngừng ăn cay và sử dụng tương ớt chin su mới đi a,@Luubao-h9b,0,2 tháng trước
Làm seri người cuối cùng ngừng sống đi anh. em sẽ đăng kí kênh anh ạ,@quangnguyennguyen4762,0,2 tháng trước
Cớ vũ trụ thì chỉ có sang vlos mới diệt đuoc thôi,@loakeominhphat4361,0,2 tháng trước
Tú vô dụng,@BinhPham-xm3kh,0,2 tháng trước
"Anh lâm , anh làm clip chơi các trò mạo hiểm đi ạ hình như anh chưa làm. Mong anh làm 😅",@ViệtThái-s7e,0,2 tháng trước
Ông vũ trụ uot trình quá,@cad2851,2,2 tháng trước
Nhìn mấy chú tội 😞,@tentaola-b8c,2,2 tháng trước
"Ông Vũ trụ đâu lạc vào đây vậy,mời ông này chơi sinh tồn chắc 10 năm ổng vẫn sống nhăn",@caovanphan2535,0,2 tháng trước
"đẩy nhanh cái sinh tồn đi anh cuốn quá 
ủng ông VŨ TRỤ ĐẲNG CẤP VL",@nguyentrunghieu6298,0,2 tháng trước
clip ngủ bờ ngủ bụi chứ sinh tồn méo gì =))),@khapham6784,1,2 tháng trước
Có ông vũ trụ thấy được còn mấy ông kia tướng công tử k sinh tồn cái gì,@TonTruong-e1z,0,2 tháng trước
Sang vlog vs Vũ trụ vlog💀,@hoanggaming5490,0,2 tháng trước
Ah tú nhàn nhất đi chỉ cần ngủ thôi😂😂,@ĐạtĐặngminh-r3t,0,2 tháng trước
Có sang vlog thì những ng này k có tuổi. 🤣,@booocuteee3580,1,2 tháng trước
Ai sinh tồn bằng vũ trụ,@Đilạcluôn,0,2 tháng trước
Vũ trụ là trùm.,@TuTran-iu2vn,0,2 tháng trước
Video rất hay,@TàiTrần-i6f,0,2 tháng trước
"từng xem clip sinh tồn của ông vũ trụ, từ đầu đã nghĩ ổng sẽ thắng",@nguyencuoc9416,0,2 tháng trước
Thấy a Vũ cái thấy end game r,@luubi1741,0,2 tháng trước
Làm cuộc thi người cuối cùng còn đi xe đạp đi a ( đạp xe chân không chạm đất ),@angnguyen6097,0,2 tháng trước
Vũ trụ vlog có video ở kênh phd kìa 😂,@DuongTy-LQMB,0,2 tháng trước
Thích xem chú Vũ Trụ cực chú nhìn thấy nó chuyện nhẹ nhàng và có các chiến thuật rất là hay luôn á mn,@CucTruong-qc5mq,0,2 tháng trước
🤗❤️,@Yenneeee167,0,2 tháng trước
Mình nghĩ mời sang sinh tồn trong rừng sẽ hấp dẫn đó ❤,@Duyanem-os7jg,0,2 tháng trước
Anh quay lại seri 50H cắm trại đi phượt bằng xe đạp điện đi ạ❤❤❤❤,@QuoctoanTran-r7z,0,2 tháng trước
Hello anh 👋,@ThiLanHoang-id3yn,1,2 tháng trước
chủ để này quá hay đề nghị đồng chí Lâm tiếp tục nhé,@phatminh8270,0,2 tháng trước
Mẹ ơi nhìn tội 😢,@SavLý-m3r,0,2 tháng trước
Fan vũ trụ ❤❤❤,@angelalex,0,2 tháng trước
ôg vũ trụ vlog hình như năm ngoái bị trôi giữa biển thì phải =)))(,@tr_minhtuyen,1,2 tháng trước
Biết a Vũ trụ từ tập sinh tồn với Sàng tiền xu. Quá đỉnh 🎉,@hoangvi1590,0,2 tháng trước
"Tú gà, tú đội gì nhìn chán",@tungbuivan9321,0,2 tháng trước
Cuộc chiến ko cân sức kakakaka,@camhoang4740,0,2 tháng trước
"Đầu video thấy ông ""vũ trụ vlogs"" thì biết ổng win rồi 😅😅",@khanhp2996,0,2 tháng trước
Ko ai đấu lại vu trụ đâu chuyen sinh tồn á mình da theo dõi a ấy ne,@anhtran-dr8tm,0,2 tháng trước
Từ kênh vũ trụ vlog qua đây. Ủng hộ idol lụm luôn gala 👍,@ngohung4424,0,2 tháng trước
Chưa thi biết kết quả 🎉,@duythong1338,0,2 tháng trước
anh lâm em có ý tưởng là: người cuống cùng ngừng đạp xe đạp đi anh,@haovo8518,0,2 tháng trước
vũ trụ vlog sinh tồn thì sao mà ng khác thắng nỗi đây :D,@chivlog9290,0,2 tháng trước
"Vừa mới xem thấy ông vũ trụ là biết ỗng win rồi😂😂 a lâm mà mới thêm sang vlog chắc tập đó kéo dài cả tháng, có khi có 2 giải nhất luôn ko chừng kkkkk",@phamgiang617,0,2 tháng trước
.,@TuấnAnhNguyễn-c5f,0,2 tháng trước
Thấy team vui muốn hia nhập team ghê 😂😂,@hiepga1696,0,2 tháng trước
Em theo dõi teem anh lâu rồi nhưng anh thấy lần sinh tồn này anh vũ trụ mới thực sự là đúng sinh tồn. Còn những người khác kiểu cố làm cho qua clip 😊,@PhuongThao-ub1ow,0,2 tháng trước
vu tru qua dinh,@benjaminasante6334,0,2 tháng trước
Bạn Vũ Trụ kĩ năng và sinh tồn rất khoa học.bạn ấy là người chiến thắng rất thuyết phục😊,@trongtran9817,0,2 tháng trước
@Ku đen đây  sinh tồn cũng kinh lắm,@TopGoals123,0,2 tháng trước
Thiếu Thương em a lậm rồi rồi,@TopGoals123,0,2 tháng trước
"Game sinh tồn ❌
Game chịu đựng ✅ 
Kỹ năng vừa yếu vừa ko có nhiệt quyết. Coi mà chán",@thanhnhutdo3914,0,2 tháng trước
thuê thằng mấy thg mặt chảy sữa Free fire đi ssinh tồn :)) ko cho đồ chắc chết từ ngày 2,@minhthanh962,0,2 tháng trước
28:25 nhìn ông này đơn giản giỏi ghê,@vanhung150,2,2 tháng trước
🎉🎉 hay,@nguyenngocbinhnguyen9006,0,2 tháng trước
a ở đâu gần cho em thử thách sinh tốn với em thích sinh tồn haha,@tadungvlog,0,2 tháng trước
Thấy Vũ Trụ biết ai thắng rồi. kk,@vanthanhnguyen6801,0,2 tháng trước
chịu luôn á ông bỏ cuộc vì thèm thuốc ông bỏ cuộc vì nhớ vợ :),@tuyentrieu4502,0,2 tháng trước
❤❤,@Bactamtv,0,2 tháng trước
Hay thật anh ạ❤❤,@HMTK8,0,2 tháng trước
Sinh tồn cũng đơn giản đc cái vui 😂,@Bkonghieudaden,0,2 tháng trước
Vũ trụ ổng đi nghỉ mát,@TiếnPhạm-m9p4i,0,2 tháng trước
Em cũng muốn tham gia và khá tự tin về khả năng sinh tồn nhưng em ở tận Thái Nguyên xa quá ko có cách nào kết nối được với team anh Lâm❤,@KienNguyen-e4k,0,2 tháng trước
Chắc cho vũ trụ vlog vào danh sách đen của đường tăng quá😂,@longthanh9058,0,2 tháng trước
Tuy chưa xem hết nhưng biết kết quả là Vũ Trụ làm boss trong tập này r 29:02,@Mittodat-09,0,2 tháng trước
Anh Lâm mời sang Vlog đi ạ😅😅😅😅😅😅,@ThịnhĐức-w8s,1,2 tháng trước
Cho người miền tây choi chắc đc vài tháng 😂,@TinHuynh-f6k,0,2 tháng trước
Team toàn đồng đoàn ko ông mới thách đấu vô chi zậy 😂😂😂,@SonNguyen-bb4fg,0,2 tháng trước
Đội nhà  chs ko lành mạnh vào chs sinh tồn toàn đi ngủ  để giữ sức còn khách mời thì người ta luôn chân luôn tay ko hết việc.,@hoanganhvu625,0,2 tháng trước
trò này tôi mà đi là lấy giải nhất 100%,@kienthep,0,2 tháng trước
Em đề nghị anh mời thêm anh sang vlog để game khó hơn ạ😂,@TranKhangvy,0,2 tháng trước
"Mong anh làm thăm ngàn bán mì trộn tự làm sốt❤❤ topping là cá viên, xúc xích, phô mai ạ",@daitrang1979,0,2 tháng trước
Nói thật tụi này không biết sinh tồn,@lamnjnh,0,2 tháng trước
Vũ Trụ out quá :v,@nhuttran6607,0,2 tháng trước
Sắp 11 tr người đăng ký rồi,@TeachThuật,0,2 tháng trước
Mong anh ra thử thách sinh tồn 1 người. Qua 1 ngày được thưởng 1tr chẳng hạn.,@nerua9032,0,2 tháng trước
anh lâm ơi em mong anh làm vua đầu bếp: vua đồ ăn đường phố phần 2 đia em đã đăng kí rồi,@LiêmTrầnHoàngThanh,0,2 tháng trước
Mong đc ah cho đi giao lưu trãi nghiệm,@HungVulê-f8d,0,2 tháng trước
Anh vũ trụ kĩ năng đỉnh vãi ò,@junotran8930,0,2 tháng trước
Rừng này ở đâu z a,@trannhi4325,0,2 tháng trước
j,@vinhsoctrang15t,0,2 tháng trước
Mong anh làm thử thách người cuối cùng ngừng ăn trái cây đi ạ🍏🍐🌰🥔🥑ai thấy hay cho tim để anh lâm làm ạ❤,@GIN-Z4V,0,2 tháng trước
Vũ trụ vlog quá out trình,@QuýDuy-s6e,0,2 tháng trước
"Tem ngoài thôi chứ Team Lâm thì Toàn ăn sẵn, vs chơi thôi chứ chả biết sinh tồn gì hết. Đi góp cho có đông vui thôi.",@Maychieugiaresg,0,2 tháng trước
Khéo mấy tập sau có bình trại team của phd vì mấy video gần đây ko thấy bình xuất hiện trong team bảo bình đi làm thử thách một thời gian ko biết thật ko,@AnhNguyễn-w4b1n,0,2 tháng trước
Kkk,@ThiduyenHa-l4u,0,2 tháng trước
Kkkk,@ThiduyenHa-l4u,0,2 tháng trước
"Anh Vũ Trụ quá chuyên nghiệp, tận dụng được hết các vật phẩm được cấp mà lại còn tận dụng cực kỳ hiệu quả, biết quan sát địa thế, biết tìm kiếm mọi thứ, có thể tìm và làm một bữa ăn hoàn chỉnh có thể giúp no bụng chứ ko phải là cho có như những người khác. Kỹ năng sinh tồn là thượng thừa. Mình mới biết và vào kênh Vũ Trụ vlog xem thì quá đẳng cấp. Xứng đáng top 1 👍",@DuyVo-dl4iy,10,2 tháng trước
Ông vụ trụ vừa kinh nghiệm nhiều mà cò pro nx,@HangKhach-ry1xk,0,2 tháng trước
"Ai thích team các YTB sinh tồn chơi vòng kế như vũ trụ, sang vlog...điểm danh!❤",@KART-1st,0,2 tháng trước
A lâm mời bạn yến sinh tồn bên kenh phd di ak,@TrabvLe,1,2 tháng trước
K ai qua vũ trụ nổi đâu vũ trụ kĩ năng quá đẳng cấp r,@Hinhxam,0,2 tháng trước
Vũ Trụ out trình quá 😂😂,@phuhuynh6174,0,2 tháng trước
dưới 18t đc tham gia không anh chưa thấy ai dưới 18 đc anh mời cả,@ThanhQuý-v1f,0,2 tháng trước
mới xem phần đầu biết vũ trụ win rồi,@HoangPhan26765,0,2 tháng trước
Mặt cu Ân hài quá,@ThươngPhamthi-t4r,0,2 tháng trước
Ông Vũ Trụ win ngay khi vừa bắt đầu 😂😂,@DauvaGao,0,2 tháng trước
xem đoạn đầu đã đoán ngay ai ăn giải ròi,@vucanhihi,0,2 tháng trước
Mấy con gà công nghiệp. Tôi đi rừng sống 7-10 ngày ko thức ăn thì rất bt.,@trijone8874,0,2 tháng trước
"Haha, nhìn vũ trụ vlog cứ như đag tận hưởng chuyến du lịch trong rừng suối v, chill vs mưa nx chứ😂😂😂",@trithai-pd7pj,10,2 tháng trước
"Còn t thì thắc mắc thứ bà seiko đưa cho okarun là thứ sức mạnh j, liệu có bá hơn ko ?",@TUANANHANG-hj1pz,0,2 tháng trước
cảm thấy chất lượng kém quá,@hoangyen9687,0,2 tháng trước
Chào cái bàn là sao v MN k hiểu thật sự,@HảoNguyễn-u5c9g,0,2 tháng trước
đã là nói Sinh tồn nha e ai chịu đc thì thắng thôi đâu cần phải loại,@baixanvlog6081,0,2 tháng trước
Mời sang vlog mới dữ,@TanPham-fu9su,0,2 tháng trước
Đề nghị Vũ Trụ Vlog đại chiến Sang Vlog 300 hiệp 😂,@Mr_Duc18,0,2 tháng trước
Vũ trụ solo câu cá vs anh côn 😂😂,@NamDuy-f2s,0,2 tháng trước
"anh làm 1 tập mời tất cả các kênh làm về sinh tồn về thi đấy sinh tồn đi 
mọi người cùng like cho em để được thực hiện nhé",@TriệuDuy-g5y,0,2 tháng trước
"Coi 15 phút đầu cũng đoán cái ông Vũ trụ thắng rồi, 😆",@TintinStory2000,0,2 tháng trước
Ngoài thằng vũ trụ ra thì mấy thằng kia chán vl,@AngelNumber90,0,2 tháng trước
hay,@vkcuangonnhattri1389,0,2 tháng trước
hay,@vkcuangonnhattri1389,0,2 tháng trước
Nhìn ông Vũ Trụ đánh lửa là biết out trình rồi😮,@tainguyen2223,0,2 tháng trước
Sao để được tham gia sinh tồn a,@LinhPhamDuy-ey8sp,0,2 tháng trước
ua a vỹ đâu rồi a,@BuifNhung-v8r,0,2 tháng trước
Ông vũ trụ out trình vậy tr,@oHuynh-ed4hm,0,2 tháng trước
"Mong anh lâm sau này tiếng triển thêm nhiều caraman chuyên nghiệp , sẽ có nhiều cảnh quay đẹp hơn nha chúc team nhiều sức khoẻ ăn mừng 11tr ng đăng ký.",@almond_progresscute,0,2 tháng trước
thú zị,@kunotora4485,0,2 tháng trước
Thích nhất ah lâm làm video sinh tồn giống vậy... Vì lần đầu mik biết ah lâm thấy ổng làm video sinh tồn ở.bụi chuối ..tuy là kênh ah lâm bh đã lớn ..nhưng mik vẫn thik xem mấy video sinh tồn cũ hơn .. 😅 ý kiến riêng,@HiềnHuỳnhVăn-z9v,0,2 tháng trước
Mời sang vlog vòng chung kết đi anh lâm,@ConCá-p2h,0,2 tháng trước
Taem Lâm solo với taem PHD kh biết như nào nhỉ:),@GiaHuy-ho7dx,0,2 tháng trước
Ai hỏi,@JsjsJsjsj-l9o,0,2 tháng trước
vũ trụ vlog sinh tồn đỉnh lắm nhìn là thấy quen bên kênh phương hữu dương sinh tồn 10 ngày cùng với sáng tiền xu,@DuNguyen-pi9pz,0,2 tháng trước
Vẫn non lắm 😅,@inhxuanhuy4415,0,2 tháng trước
ra them clipp nguoi cuoii cung di anhh,@vuongnguyen6718,0,2 tháng trước
mình thích xem có vũ trụ lắm luôn,@Cattuong_dangiu307,0,2 tháng trước
Thi thố gì nữa….mới thấy vũ trụ thôi biết ngay kết quả😂 tìm nấy kênh làm về sinh tồn mà mời…nó mới gây cấn và ngang tài…chứ làm clip này thiệt chẳng có gì cuốn. Vì ko cân xứng…ý kiến riêng ai thấy đúng thì like,@ChienNguyen-e4m,0,2 tháng trước
cách nào để được tham gia thử thách vậy a,@Vương-m7n,0,2 tháng trước
"Ko mua áo chơi đc ko a lăm ,ko cần phần thưởng",@giangvlog2053,0,2 tháng trước
"Mai mốt có chơi sinh tồn cho e chơi với ,ko cần phần thưởng chỉ vui thôi ,sinh tồn như thế chắc e sống ở đó luôn đó",@giangvlog2053,0,2 tháng trước
"Ở sát bờ suối rất nguy hiểm 
Mưa lớn dồn dập nguy cơ lũ quét. Ù một phát không tránh kịp",@nhachoaremixtonghop6444,0,2 tháng trước
Vũ trụ vlog out trình rồi …,@ducphamvan8326,0,2 tháng trước
anh cho e xin link mua bộ đồ sinh tồn với ạ,@bryanepr,0,2 tháng trước
Anh Vũ Trụ y như làm vlog chill á 😂😂,@TuytNhuLý,0,2 tháng trước
Toan mấy thg làm biến đi sinh tồn. Làm cái chỗ trú ẩn cũng chẳng ra cái trò hề gì,@sangnguyen6060,0,2 tháng trước
Kg có nhang mũi chịu đc mới lạ,@sangnguyen6060,0,2 tháng trước
để tham gia ạ,@vanquang-h9z,0,2 tháng trước
em muốn mua một áo ạ,@vanquang-h9z,0,2 tháng trước
.,@kyBun-u1p,0,2 tháng trước
"Thử thách người cuối cùng ăn đồ chay đi anh Lâm ơi, chúc cả team nhiều sức khỏe ạ🥰",@DuyHoang-tu2xs,0,2 tháng trước
Sinh tồn trong nhóm này vủ trụ vlog là tháy ok rồi,@XuyênNguyễn-o9h9w,0,2 tháng trước
anh lâm làm người cuối cùng ăn cay đi anh,@AnhTuấn-u8h1c,1,2 tháng trước
Suối thiếu gì cá lóc vay xanh lấy tép móc dô lử câu dính liền thiếu gì cá,@Duyanem-os7jg,0,2 tháng trước
"Thêm những giải nho nhỏ kiểu như: giải thưởng cho người tạo lửa trong tgian ngắn nhất, hay câu được nhiều cá nhất.... ( các giải này sẽ ẩn thông tin cho người chơi, chỉ ban tổ chức sẽ công bố khi chốt giải)",@Cold.Air.,0,2 tháng trước
"thấy vũ trụ vlog là thấy cuộc chơi đã kết thúc khi chưa bắt đầu rồi kaka, này phải sang vlog mới cùng đẳng cấp",@xemayvinhhoaleduan,0,2 tháng trước
Trời ơi huyện tui ở😂❤❤,@NhuQuynh-y3t3g,0,2 tháng trước
có một anh diễn viên đúng không thấy quen quen,@halamungthi7211,0,2 tháng trước
Thử Thách 48h thăm ngàn yagami mì cay đi ah❤,@quinnhut,0,2 tháng trước
neu moi nguoi chua biet ong vu tru la mot youtobe lam ve sinh ton,@gjjgghkk1345,0,2 tháng trước
12:36 - 16:30 Tạo lửa bằng dụng cụ sinh tồn thấy ông Vũ Trụ Vlog này đỉnh thật,@duongnhanvlogger,0,2 tháng trước (đã chỉnh sửa)
😂 sau cân nỗi anh vttru vlog😂,@haubostv3359,0,2 tháng trước
Cho anh Côn team Phd vào thử thách nx thì tuyệt vời nhỉ ăn 😅😅,@bao9304,0,2 tháng trước
Rất thích những líp như thế này mong a lâm ra thật nhiều,@NghiHuỳnh-u8m,0,2 tháng trước
Vũ trụ thắng r,@NamNguyenuthyuf,0,2 tháng trước
mới vô chơi tôi thấy có ông Vũ trụ là biết ông Thắng chắc,@dutvan2757,0,2 tháng trước
Đúng rồi tập sau anh mời sang vlog đi ạ,@NgânNguyễnThịThảo-d5p,0,2 tháng trước
"Không có tí kỹ năng sinh tồn cũng muốn tham gia, trừ Ô Vũ trụ",@kichieu3278,0,2 tháng trước
Lâu lâu mới thấy anh có ky năng pro mới đâng xem,@mhatsignup8611,0,2 tháng trước
Lúc trước anh của em xem anh mãi mà em không thích xem anh bây giờ lớn rồi thấy anh làm video hay mà đầu tư rất nhiều:),@Meomuonngu,0,2 tháng trước
Anh cho mấy người tean bắt ná sắt đi anh lâm,@kientrantrung4272,0,2 tháng trước
Để ông Tú ngủ xem vô địch đc ko,@suengren6669,0,2 tháng trước
A vũ bỏ ảnh đó Tết lên rước ảnh cũng ngon lành ❤,@nhieuvo8344,0,2 tháng trước
Vu tru về dich sao cung👍,@HienNguyen-gt3uv,0,2 tháng trước
Anh Lâm ơi làm thêm vd bên kênh Lâm Gaming điii🥹,@embongcte.12,0,2 tháng trước
mời sang vlog với vũ trụ vlogs vào XD,@lyhaihhaiw4141,0,2 tháng trước
"Tú 
❌ Đi Sinh Tồn 
✅ Đi Ngủ Với Thiên Nhiên",@GiangKa3011,0,2 tháng trước
nhìn b áo vàng như a ở quãng ngãi qá,@shorts76999,0,2 tháng trước
Khoái mỗi vũ trụ vlog tại ổng người miền Tây nghe thân thuộc nó lại quen quen tại nói tiếng miền tây,@YoichiNagumo-h3r,0,2 tháng trước
Ai nghe tiếng robolox ko,@Huy-f8o6k,0,2 tháng trước
"Fan vũ trụ đây,chưa thi đã biết người chiến thắng kk",@tiengthach5449,0,2 tháng trước
nhìn cách sinh tồn quá chán như trẻ con nhung nhúc. cho mình 1 con dao 1 bật lửa là sống mới ngày trong rừng,@tungluong-f7b,0,2 tháng trước
Anh làm Sinh tồn ở ĐỒNG THÁP ĐI. CÓ TÔM CUA CÁ ĐI ANH SINH TỒN GÌ HOANG DÃ QUÁ,@NghiaThanh-p7k,0,2 tháng trước
Ông vũ trụ nó ở cái tầm chất 😂😂😂,@hoangphi5897,0,2 tháng trước
Mời team Thánh Xàm Vlog đi Lâm,@haidangthanh7225,0,2 tháng trước
"mình thấy từ lúc vỹ quay trở lại team anh lâm còn k ưa vỹ như lúc nầu nữa
kiểu anh lâm cho vỹ qua trở team nma anh lâm lại hất hủi vỹ quá",@LĩnhTrần-c3j8y,0,2 tháng trước
vũ trụ mạnh thí,@HieuHoang-pw7pp,0,2 tháng trước
Sinh tồn như e tú thì trận sau nghĩ đi e ưi . Nhìn chán quá .ko có tí khởi sắc nào,@cuongtiger9604,0,2 tháng trước
A cho. Em tham gia với @ a lâm,@HữuNghĩaBùi-m2i,0,2 tháng trước
"A Lâm ơi a làm sinh tồn toàn Nữ đi ạ, e xung phong xin 1 vé với ạ, e đã từng tham gia “Người cuối cùng trong hồ bơi” nè, vẫn đang rất nhiệt huyết hehe",@thoavo610,0,2 tháng trước
Mấy cóc ke này mà đòi st với Vũ Trụ..😂😂😂,@HoangHoang-yo9mq,0,2 tháng trước
Con tướng vũ trụ quá mạnh 😢,@PhongHoai-ux4xe,0,2 tháng trước
nhiều đồ v vũ trụ vlog chắc ở mấy tháng quá,@karot3008,0,2 tháng trước
Mời team thánh xàm vlog vs ad,@Phongvõ-s2i,0,2 tháng trước
Muốn làm gia thì làm sao anh ơi,@sanghieu1325,0,2 tháng trước
"ông vũ trụ như kiểu đi làm
vlog cho ổng vậy thấy nhẹ nhàng quá 😊😊",@Khuonmautheluc,0,2 tháng trước
Mấy cha nghĩ sao đi so sánh với sang vlog ngta chuyên nghiệp cỡ nào r nội tạo lửa là trùm cmnr chưa nói đến biết hơi nhìu về cây rừg ăn dc hay ko ăn dc,@HaHan-h1t,0,2 tháng trước
Lam liep an chung da dieu lam,@anvominh-xc8ih,0,2 tháng trước
Chưa xem hết nhưng tui đoán Vũ trụ vlog win. Bạn ấy chuyên về sinh tồn rồi,@cauut3723,0,2 tháng trước
"Cây đánh lửa mọi người xài chưa đúng lắm, cạo 1 ít từ cây đánh lửa, rồi mới đánh lửa thì nó sẽ cháy bùng lên, dễ cháy hơn",@HuyzYtb,0,2 tháng trước
"Vũ Trụ Vlogs cá nhân mình thấy anh hay, điềm đạm, giống anh Lâm của những ngày đầu . Mong anh sẽ phát triển hơn nửa ❤",@xinhlamhuong9183,0,2 tháng trước
Này phải cho a sang vlog vào mới hay,@NhutMinh-vl4en,0,2 tháng trước
Nhìn từ đầu là biết ông Vũ Trụ sẽ win mò,@Mèo_FF05,0,2 tháng trước
 @HaHan-h1t  sang vlog tuổi gì về sinh tồn đâu. Toàn quay 1 mình diễn,@Hotramvlog68,0,2 tháng trước
Trời ơi trời Bé Tú ❤ dễ thương 😅,@maithanh9878,0,2 tháng trước
